,title,artist,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,unknown,total_number_of_words,emotional_impact_words,neutral_words,norm_positive,norm_negative,norm_anger,norm_anticipation,norm_disgust,norm_fear,norm_joy,norm_sadness,norm_surprise,norm_trust,norm_unknown,norm_total_number_of_words,norm_emotional_impact_words,norm_neutral_words
ML1161,Prelude To A Kiss,Billie Holiday,9,3,0,4,1,1,8,4,3,1,19,51,12,20,17.647058823529413,5.882352941176471,0.0,7.8431372549019605,1.9607843137254901,1.9607843137254901,15.686274509803921,7.8431372549019605,5.882352941176471,1.9607843137254901,37.254901960784316,100.0,23.529411764705884,39.21568627450981
ML1162,Make Me Your Baby,Barbara Lewis,35,0,0,8,0,0,35,0,7,1,42,107,35,30,32.71028037383178,0.0,0.0,7.4766355140186915,0.0,0.0,32.71028037383178,0.0,6.542056074766355,0.9345794392523364,39.25233644859813,100.0,32.71028037383178,28.037383177570092
ML1164,That's A Pretty Good Love,Roomful Of Blues,43,4,0,20,0,1,40,3,10,18,74,137,47,16,31.386861313868614,2.9197080291970803,0.0,14.598540145985401,0.0,0.7299270072992701,29.197080291970803,2.18978102189781,7.299270072992701,13.138686131386862,54.01459854014598,100.0,34.306569343065696,11.678832116788321
ML1165,I Want You ,The Beatles,0,22,22,0,22,22,0,22,0,0,65,87,22,0,0.0,25.28735632183908,25.28735632183908,0.0,25.28735632183908,25.28735632183908,0.0,25.28735632183908,0.0,0.0,74.71264367816092,100.0,25.28735632183908,0.0
ML1166,Helen Wheels,Paul McCartney & Wings,9,14,7,7,6,14,8,12,1,6,102,167,23,42,5.389221556886228,8.383233532934131,4.191616766467066,4.191616766467066,3.592814371257485,8.383233532934131,4.790419161676646,7.18562874251497,0.5988023952095808,3.592814371257485,61.07784431137725,100.0,13.77245508982036,25.149700598802394
ML1169,Listen People,Herman's Hermits,12,3,3,5,3,3,12,3,5,8,71,108,15,22,11.11111111111111,2.7777777777777777,2.7777777777777777,4.62962962962963,2.7777777777777777,2.7777777777777777,11.11111111111111,2.7777777777777777,4.62962962962963,7.407407407407407,65.74074074074075,100.0,13.88888888888889,20.37037037037037
ML1170,True Love Ways,Peter & Gordon,11,4,0,3,0,0,11,3,0,3,34,64,15,15,17.1875,6.25,0.0,4.6875,0.0,0.0,17.1875,4.6875,0.0,4.6875,53.125,100.0,23.4375,23.4375
ML1171,Wear Your Love Like Heaven,Donovan,43,34,1,7,4,1,37,2,6,37,69,161,77,15,26.70807453416149,21.11801242236025,0.6211180124223602,4.3478260869565215,2.484472049689441,0.6211180124223602,22.981366459627328,1.2422360248447204,3.7267080745341614,22.981366459627328,42.857142857142854,100.0,47.82608695652174,9.316770186335404
ML1172,The Air That I Breathe,The Hollies,15,2,0,5,0,0,14,0,3,5,54,99,17,28,15.151515151515152,2.0202020202020203,0.0,5.05050505050505,0.0,0.0,14.141414141414142,0.0,3.0303030303030303,5.05050505050505,54.54545454545455,100.0,17.171717171717173,28.282828282828284
ML1174,Our Day Will Come,Ruby & The Romantics,11,3,0,3,0,0,11,1,2,3,24,52,14,14,21.153846153846153,5.769230769230769,0.0,5.769230769230769,0.0,0.0,21.153846153846153,1.9230769230769231,3.8461538461538463,5.769230769230769,46.15384615384615,100.0,26.923076923076923,26.923076923076923
ML1175,We Are One ,Maze,7,7,3,6,3,3,11,3,2,2,52,81,14,15,8.641975308641975,8.641975308641975,3.7037037037037037,7.407407407407407,3.7037037037037037,3.7037037037037037,13.580246913580247,3.7037037037037037,2.4691358024691357,2.4691358024691357,64.19753086419753,100.0,17.28395061728395,18.51851851851852
ML1176,Ffun,Con Funk Shun,43,2,0,37,0,2,41,2,6,6,42,103,45,16,41.74757281553398,1.941747572815534,0.0,35.922330097087375,0.0,1.941747572815534,39.80582524271845,1.941747572815534,5.825242718446602,5.825242718446602,40.77669902912621,100.0,43.689320388349515,15.533980582524272
ML1178,Without You,Charlie Wilson,31,5,3,17,4,4,22,3,17,21,106,182,36,40,17.032967032967033,2.7472527472527473,1.6483516483516483,9.340659340659341,2.197802197802198,2.197802197802198,12.087912087912088,1.6483516483516483,9.340659340659341,11.538461538461538,58.24175824175824,100.0,19.78021978021978,21.978021978021978
ML1179,Fear,Jazmine Sullivan,14,19,5,10,3,13,13,8,3,10,133,185,33,19,7.5675675675675675,10.27027027027027,2.7027027027027026,5.405405405405405,1.6216216216216217,7.027027027027027,7.027027027027027,4.324324324324325,1.6216216216216217,5.405405405405405,71.89189189189189,100.0,17.83783783783784,10.27027027027027
ML1180,Kind Hearted Woman,Big Head Blues Club,22,7,3,3,3,4,20,7,4,1,40,94,29,25,23.404255319148938,7.446808510638298,3.1914893617021276,3.1914893617021276,3.1914893617021276,4.25531914893617,21.27659574468085,7.446808510638298,4.25531914893617,1.0638297872340425,42.5531914893617,100.0,30.851063829787233,26.595744680851062
ML1181,I'll Go Crazy,James Brown,6,8,4,0,0,4,6,6,2,0,24,38,14,0,15.789473684210526,21.05263157894737,10.526315789473685,0.0,0.0,10.526315789473685,15.789473684210526,15.789473684210526,5.2631578947368425,0.0,63.1578947368421,100.0,36.8421052631579,0.0
ML1183,Night Life ,Willie Nelson,5,3,1,5,0,3,5,3,5,5,34,67,8,25,7.462686567164179,4.477611940298507,1.492537313432836,7.462686567164179,0.0,4.477611940298507,7.462686567164179,4.477611940298507,7.462686567164179,7.462686567164179,50.74626865671642,100.0,11.940298507462687,37.3134328358209
ML1184,War Ina Babylon,Max Romeo & The Upsetters,5,18,2,3,2,17,2,2,0,1,212,258,23,23,1.937984496124031,6.976744186046512,0.7751937984496124,1.1627906976744187,0.7751937984496124,6.589147286821706,0.7751937984496124,0.7751937984496124,0.0,0.3875968992248062,82.17054263565892,100.0,8.914728682170542,8.914728682170542
ML1186,Bled For Days,Static-X,6,28,15,3,9,9,6,19,3,9,66,140,34,40,4.285714285714286,20.0,10.714285714285714,2.142857142857143,6.428571428571429,6.428571428571429,4.285714285714286,13.571428571428571,2.142857142857143,6.428571428571429,47.142857142857146,100.0,24.285714285714285,28.571428571428573
ML1187,Ghosts Of War,Hatebreed,8,28,14,6,2,22,3,12,2,4,19,77,36,22,10.38961038961039,36.36363636363637,18.181818181818183,7.792207792207792,2.5974025974025974,28.571428571428573,3.896103896103896,15.584415584415584,2.5974025974025974,5.194805194805195,24.675324675324674,100.0,46.753246753246756,28.571428571428573
ML1188,Shake For Me,Howlin' Wolf,17,2,2,5,2,0,15,2,4,6,36,77,19,22,22.07792207792208,2.5974025974025974,2.5974025974025974,6.4935064935064934,2.5974025974025974,0.0,19.48051948051948,2.5974025974025974,5.194805194805195,7.792207792207792,46.753246753246756,100.0,24.675324675324674,28.571428571428573
ML1189,Evil,"Earth, Wind & Fire",8,22,22,1,20,18,4,16,1,2,42,89,30,17,8.98876404494382,24.719101123595507,24.719101123595507,1.1235955056179776,22.471910112359552,20.224719101123597,4.49438202247191,17.97752808988764,1.1235955056179776,2.247191011235955,47.19101123595506,100.0,33.70786516853933,19.10112359550562
ML1190,Don't You Know,Della Reese,4,2,0,0,0,0,3,2,0,0,33,46,6,7,8.695652173913043,4.3478260869565215,0.0,0.0,0.0,0.0,6.521739130434782,4.3478260869565215,0.0,0.0,71.73913043478261,100.0,13.043478260869565,15.217391304347826
ML1192,Demon Speeding,Rob Zombie,10,26,20,7,14,20,10,18,4,3,55,109,36,18,9.174311926605505,23.853211009174313,18.34862385321101,6.422018348623853,12.844036697247706,18.34862385321101,9.174311926605505,16.513761467889907,3.669724770642202,2.7522935779816513,50.45871559633027,100.0,33.027522935779814,16.513761467889907
ML1194,Viviendo,Marc Anthony,1,3,3,0,3,3,0,3,0,0,239,258,4,15,0.3875968992248062,1.1627906976744187,1.1627906976744187,0.0,1.1627906976744187,1.1627906976744187,0.0,1.1627906976744187,0.0,0.0,92.63565891472868,100.0,1.550387596899225,5.813953488372093
ML1195,Because You Love Me,Jo Dee Messina,16,1,0,8,0,0,16,0,2,7,36,68,17,15,23.529411764705884,1.4705882352941178,0.0,11.764705882352942,0.0,0.0,23.529411764705884,0.0,2.9411764705882355,10.294117647058824,52.94117647058823,100.0,25.0,22.058823529411764
ML1196,The Biggest Killer In American History,Bad Religion,7,12,3,6,1,7,2,7,2,4,75,132,19,38,5.303030303030303,9.090909090909092,2.272727272727273,4.545454545454546,0.7575757575757576,5.303030303030303,1.5151515151515151,5.303030303030303,1.5151515151515151,3.0303030303030303,56.81818181818182,100.0,14.393939393939394,28.78787878787879
ML1197,Tommy Gun,The Clash,12,21,15,7,3,20,4,8,3,7,82,141,33,26,8.51063829787234,14.893617021276595,10.638297872340425,4.964539007092198,2.127659574468085,14.184397163120567,2.8368794326241136,5.673758865248227,2.127659574468085,4.964539007092198,58.156028368794324,100.0,23.404255319148938,18.43971631205674
ML1198,Stand Up And Shout,Dio,0,3,11,0,1,4,0,2,10,0,52,88,3,33,0.0,3.409090909090909,12.5,0.0,1.1363636363636365,4.545454545454546,0.0,2.272727272727273,11.363636363636363,0.0,59.09090909090909,100.0,3.409090909090909,37.5
ML1199,Now Behold The Lamb,Kirk Franklin & The Family,75,16,6,37,14,28,64,8,17,55,117,217,91,9,34.56221198156682,7.373271889400922,2.7649769585253456,17.05069124423963,6.451612903225806,12.903225806451612,29.493087557603687,3.686635944700461,7.8341013824884795,25.34562211981567,53.91705069124424,100.0,41.935483870967744,4.147465437788019
ML1200,Still Have Joy,Tye Tribbett & G.A.,11,3,2,1,1,0,9,1,0,3,29,48,14,5,22.916666666666668,6.25,4.166666666666667,2.0833333333333335,2.0833333333333335,0.0,18.75,2.0833333333333335,0.0,6.25,60.416666666666664,100.0,29.166666666666668,10.416666666666666
ML1202,Out Here,Pendulum,0,0,0,0,0,0,0,0,0,0,6,12,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,50.0
ML1204,The Difference,Desperation Band,6,2,0,0,0,4,4,0,0,4,38,66,8,20,9.090909090909092,3.0303030303030303,0.0,0.0,0.0,6.0606060606060606,6.0606060606060606,0.0,0.0,6.0606060606060606,57.57575757575758,100.0,12.121212121212121,30.303030303030305
ML1205,Took The Night,Chelley,14,49,47,14,42,40,7,40,7,14,290,435,63,82,3.218390804597701,11.264367816091953,10.804597701149426,3.218390804597701,9.655172413793103,9.195402298850574,1.6091954022988506,9.195402298850574,1.6091954022988506,3.218390804597701,66.66666666666667,100.0,14.482758620689655,18.850574712643677
ML1206,Feliz Navidad,Jose Feliciano,18,6,0,0,0,0,18,6,0,0,118,148,24,6,12.162162162162161,4.054054054054054,0.0,0.0,0.0,0.0,12.162162162162161,4.054054054054054,0.0,0.0,79.72972972972973,100.0,16.216216216216218,4.054054054054054
ML1208,Donde Estas Yolanda,Sonora Santanera,0,0,0,0,0,0,0,0,0,0,185,186,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.46236559139786,100.0,0.0,0.5376344086021505
ML1209,Baba ,Andy Palacio & The Garifuna Collective,2,0,0,0,0,0,0,0,0,0,64,66,2,0,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.96969696969697,100.0,3.0303030303030303,0.0
ML1210,Spray Paint,Harlem,3,4,4,1,2,4,2,4,0,2,33,59,7,19,5.084745762711864,6.779661016949152,6.779661016949152,1.694915254237288,3.389830508474576,6.779661016949152,3.389830508474576,6.779661016949152,0.0,3.389830508474576,55.932203389830505,100.0,11.864406779661017,32.20338983050848
ML1211,Sun It Rises,Fleet Foxes,7,0,0,5,0,0,4,0,3,3,6,31,7,18,22.580645161290324,0.0,0.0,16.129032258064516,0.0,0.0,12.903225806451612,0.0,9.67741935483871,9.67741935483871,19.35483870967742,100.0,22.580645161290324,58.064516129032256
ML1213,Falling From The Sun,The Album Leaf,3,15,0,3,0,2,1,15,1,1,42,109,18,49,2.7522935779816513,13.761467889908257,0.0,2.7522935779816513,0.0,1.834862385321101,0.9174311926605505,13.761467889908257,0.9174311926605505,0.9174311926605505,38.53211009174312,100.0,16.513761467889907,44.95412844036697
ML1214,Mother Of Pearl,Nellie McKay,11,19,12,4,9,6,8,10,2,5,43,99,30,26,11.11111111111111,19.19191919191919,12.121212121212121,4.040404040404041,9.090909090909092,6.0606060606060606,8.080808080808081,10.1010101010101,2.0202020202020203,5.05050505050505,43.43434343434343,100.0,30.303030303030305,26.262626262626263
ML1215,Blazing Fire ,Steel Pulse,11,12,10,6,4,28,3,7,3,5,80,155,23,52,7.096774193548387,7.741935483870968,6.451612903225806,3.870967741935484,2.5806451612903225,18.06451612903226,1.935483870967742,4.516129032258065,1.935483870967742,3.225806451612903,51.61290322580645,100.0,14.838709677419354,33.54838709677419
ML1216,All I Want Is You,Michael Franti & Spearhead,21,4,0,6,2,2,15,2,4,6,33,70,25,12,30.0,5.714285714285714,0.0,8.571428571428571,2.857142857142857,2.857142857142857,21.428571428571427,2.857142857142857,5.714285714285714,8.571428571428571,47.142857142857146,100.0,35.714285714285715,17.142857142857142
ML1217,Sailing To Nowhere,Broken Bells,3,2,1,2,2,2,1,3,1,2,21,54,5,28,5.555555555555555,3.7037037037037037,1.8518518518518519,3.7037037037037037,3.7037037037037037,3.7037037037037037,1.8518518518518519,5.555555555555555,1.8518518518518519,3.7037037037037037,38.888888888888886,100.0,9.25925925925926,51.851851851851855
ML1218,"Peace, Love & Happiness",G. Love & Special Sauce,51,6,4,35,0,3,43,2,3,21,56,150,57,37,34.0,4.0,2.6666666666666665,23.333333333333332,0.0,2.0,28.666666666666668,1.3333333333333333,2.0,14.0,37.333333333333336,100.0,38.0,24.666666666666668
ML1219,You're The Best Break This Old Heart Ever Had,Ed Bruce,13,3,0,10,0,0,13,3,14,6,75,116,16,25,11.206896551724139,2.586206896551724,0.0,8.620689655172415,0.0,0.0,11.206896551724139,2.586206896551724,12.068965517241379,5.172413793103448,64.65517241379311,100.0,13.793103448275861,21.551724137931036
ML1221,No Se Vivir Sin Ti,Conjunto Primavera,0,3,3,0,3,3,0,3,0,0,122,127,3,2,0.0,2.3622047244094486,2.3622047244094486,0.0,2.3622047244094486,2.3622047244094486,0.0,2.3622047244094486,0.0,0.0,96.06299212598425,100.0,2.3622047244094486,1.5748031496062993
ML1222,Nos Falto,Palomo,0,5,5,0,5,5,0,5,0,0,214,228,5,9,0.0,2.192982456140351,2.192982456140351,0.0,2.192982456140351,2.192982456140351,0.0,2.192982456140351,0.0,0.0,93.85964912280701,100.0,2.192982456140351,3.9473684210526314
ML1224,Warcurse,Kreator,14,44,30,11,23,35,7,28,8,10,58,152,58,36,9.210526315789474,28.94736842105263,19.736842105263158,7.2368421052631575,15.131578947368421,23.026315789473685,4.605263157894737,18.42105263157895,5.2631578947368425,6.578947368421052,38.1578947368421,100.0,38.1578947368421,23.68421052631579
ML1226,The War Song,Culture Club,14,117,8,6,1,82,13,1,0,4,91,297,131,75,4.713804713804714,39.39393939393939,2.6936026936026938,2.0202020202020203,0.3367003367003367,27.60942760942761,4.377104377104377,0.3367003367003367,0.0,1.3468013468013469,30.63973063973064,100.0,44.10774410774411,25.252525252525253
ML1227,The Last Night,Skillet,2,8,4,2,5,2,1,7,1,1,106,148,10,32,1.3513513513513513,5.405405405405405,2.7027027027027026,1.3513513513513513,3.3783783783783785,1.3513513513513513,0.6756756756756757,4.72972972972973,0.6756756756756757,0.6756756756756757,71.62162162162163,100.0,6.756756756756757,21.62162162162162
ML1230,"Merry Christmas, Darling",The Carpenters,14,0,1,5,1,2,13,0,2,8,49,81,14,18,17.28395061728395,0.0,1.2345679012345678,6.172839506172839,1.2345679012345678,2.4691358024691357,16.049382716049383,0.0,2.4691358024691357,9.876543209876543,60.49382716049383,100.0,17.28395061728395,22.22222222222222
ML1231,Celebrate Me Home,Kenny Loggins,9,1,0,5,1,1,7,3,0,6,77,120,10,33,7.5,0.8333333333333334,0.0,4.166666666666667,0.8333333333333334,0.8333333333333334,5.833333333333333,2.5,0.0,5.0,64.16666666666667,100.0,8.333333333333334,27.5
ML1232,I Heard The Bells On Christmas Day,Casting Crowns,42,3,3,37,2,3,41,2,12,40,40,143,45,58,29.37062937062937,2.097902097902098,2.097902097902098,25.874125874125873,1.3986013986013985,2.097902097902098,28.67132867132867,1.3986013986013985,8.391608391608392,27.972027972027973,27.972027972027973,100.0,31.46853146853147,40.55944055944056
ML1234,All I Want For Christmas Is You,Vince Vance & The Valiants,9,0,4,7,4,0,9,1,6,8,62,96,9,25,9.375,0.0,4.166666666666667,7.291666666666667,4.166666666666667,0.0,9.375,1.0416666666666667,6.25,8.333333333333334,64.58333333333333,100.0,9.375,26.041666666666668
ML1235,Fire Escape,Kelley Stoltz,10,10,0,16,0,19,0,0,0,0,18,63,20,25,15.873015873015873,15.873015873015873,0.0,25.396825396825395,0.0,30.158730158730158,0.0,0.0,0.0,0.0,28.571428571428573,100.0,31.746031746031747,39.682539682539684
ML1236,I Dig Love,George Harrison,51,1,0,1,0,0,51,0,1,1,45,146,52,49,34.93150684931507,0.684931506849315,0.0,0.684931506849315,0.0,0.0,34.93150684931507,0.0,0.684931506849315,0.684931506849315,30.82191780821918,100.0,35.61643835616438,33.56164383561644
ML1239,I Receive,Israel Houghton,28,3,1,2,2,4,21,2,0,3,53,96,31,12,29.166666666666668,3.125,1.0416666666666667,2.0833333333333335,2.0833333333333335,4.166666666666667,21.875,2.0833333333333335,0.0,3.125,55.208333333333336,100.0,32.291666666666664,12.5
ML1240,Be Easy,Sharon Jones & The Dap-Kings,11,5,1,4,1,2,9,2,2,4,49,100,16,35,11.0,5.0,1.0,4.0,1.0,2.0,9.0,2.0,2.0,4.0,49.0,100.0,16.0,35.0
ML1241,Others,Israel Houghton,35,10,6,4,3,6,32,7,2,5,69,127,45,13,27.559055118110237,7.874015748031496,4.724409448818897,3.1496062992125986,2.3622047244094486,4.724409448818897,25.19685039370079,5.511811023622047,1.5748031496062993,3.937007874015748,54.330708661417326,100.0,35.43307086614173,10.236220472440944
ML1242,Feel The Pressure,Incognito,0,2,0,0,0,0,0,0,0,0,16,20,2,2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0,10.0,10.0
ML1243,Cuando Nadie Me Ve,Alejandro Sanz,1,0,0,0,0,0,0,0,0,0,303,308,1,4,0.3246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.37662337662337,100.0,0.3246753246753247,1.2987012987012987
ML1244,I Lost You,Elvis Costello,2,19,3,3,1,11,1,14,6,0,54,99,21,24,2.0202020202020203,19.19191919191919,3.0303030303030303,3.0303030303030303,1.0101010101010102,11.11111111111111,1.0101010101010102,14.141414141414142,6.0606060606060606,0.0,54.54545454545455,100.0,21.21212121212121,24.242424242424242
ML1245,Skyway,The Replacements,1,5,2,0,3,0,0,2,1,0,35,62,6,21,1.6129032258064515,8.064516129032258,3.225806451612903,0.0,4.838709677419355,0.0,0.0,3.225806451612903,1.6129032258064515,0.0,56.45161290322581,100.0,9.67741935483871,33.87096774193548
ML1246,Mansard Roof,Vampire Weekend,5,5,4,4,5,1,2,1,3,7,14,54,10,30,9.25925925925926,9.25925925925926,7.407407407407407,7.407407407407407,9.25925925925926,1.8518518518518519,3.7037037037037037,1.8518518518518519,5.555555555555555,12.962962962962964,25.925925925925927,100.0,18.51851851851852,55.55555555555556
ML1247,It Ain't The Same Old Cold War Harry,Grant-Lee Phillips,10,32,11,9,3,16,7,13,0,5,78,141,42,21,7.092198581560283,22.69503546099291,7.801418439716312,6.382978723404255,2.127659574468085,11.347517730496454,4.964539007092198,9.21985815602837,0.0,3.5460992907801416,55.319148936170215,100.0,29.78723404255319,14.893617021276595
ML1248,I'm Free,The Who,5,2,0,2,0,1,4,1,3,2,32,54,7,15,9.25925925925926,3.7037037037037037,0.0,3.7037037037037037,0.0,1.8518518518518519,7.407407407407407,1.8518518518518519,5.555555555555555,3.7037037037037037,59.25925925925926,100.0,12.962962962962964,27.77777777777778
ML1249,Yoshimi Battles The Pink Robots,The Flaming Lips,3,15,5,0,3,6,0,4,0,1,71,104,18,15,2.8846153846153846,14.423076923076923,4.8076923076923075,0.0,2.8846153846153846,5.769230769230769,0.0,3.8461538461538463,0.0,0.9615384615384616,68.26923076923077,100.0,17.307692307692307,14.423076923076923
ML1250,I Fall Down,U2,2,20,1,4,1,1,2,18,3,3,46,80,22,12,2.5,25.0,1.25,5.0,1.25,1.25,2.5,22.5,3.75,3.75,57.5,100.0,27.5,15.0
ML1251,I'll Bring The Sun,Jason Collett,30,5,1,30,3,2,29,1,28,27,48,132,35,49,22.727272727272727,3.787878787878788,0.7575757575757576,22.727272727272727,2.272727272727273,1.5151515151515151,21.96969696969697,0.7575757575757576,21.21212121212121,20.454545454545453,36.36363636363637,100.0,26.515151515151516,37.121212121212125
ML1254,Pour,Lori McKenna,17,3,1,4,2,1,13,7,0,4,43,96,20,33,17.708333333333332,3.125,1.0416666666666667,4.166666666666667,2.0833333333333335,1.0416666666666667,13.541666666666666,7.291666666666667,0.0,4.166666666666667,44.791666666666664,100.0,20.833333333333332,34.375
ML1256,You Sure Love To Ball,Marvin Gaye,36,1,0,4,0,1,36,1,3,3,59,124,37,28,29.032258064516128,0.8064516129032258,0.0,3.225806451612903,0.0,0.8064516129032258,29.032258064516128,0.8064516129032258,2.4193548387096775,2.4193548387096775,47.58064516129032,100.0,29.838709677419356,22.580645161290324
ML1257,Toby,The Chi-Lites,7,3,1,9,0,1,6,5,3,8,78,135,10,47,5.185185185185185,2.2222222222222223,0.7407407407407407,6.666666666666667,0.0,0.7407407407407407,4.444444444444445,3.7037037037037037,2.2222222222222223,5.925925925925926,57.77777777777778,100.0,7.407407407407407,34.81481481481482
ML1258,At Christmas Time,Luther Vandross,68,2,0,21,1,0,67,0,0,4,75,185,70,40,36.75675675675676,1.0810810810810811,0.0,11.35135135135135,0.5405405405405406,0.0,36.21621621621622,0.0,0.0,2.1621621621621623,40.54054054054054,100.0,37.83783783783784,21.62162162162162
ML1259,It Gets Lonely Early,Frank Sinatra,6,5,5,5,4,5,6,8,4,4,30,55,11,14,10.909090909090908,9.090909090909092,9.090909090909092,9.090909090909092,7.2727272727272725,9.090909090909092,10.909090909090908,14.545454545454545,7.2727272727272725,7.2727272727272725,54.54545454545455,100.0,20.0,25.454545454545453
ML1260,Mountain Greenery,John Pizzarelli,11,8,3,13,1,3,7,2,2,6,38,82,19,25,13.414634146341463,9.75609756097561,3.658536585365854,15.853658536585366,1.2195121951219512,3.658536585365854,8.536585365853659,2.4390243902439024,2.4390243902439024,7.317073170731708,46.34146341463415,100.0,23.170731707317074,30.48780487804878
ML1261,Happy Birthday Jesus,The Brooklyn Tabernacle Choir,40,0,0,30,0,0,37,0,14,16,26,74,40,8,54.054054054054056,0.0,0.0,40.54054054054054,0.0,0.0,50.0,0.0,18.91891891891892,21.62162162162162,35.13513513513514,100.0,54.054054054054056,10.81081081081081
ML1262,Happy Xmas ,Rebecca St. James,39,15,13,32,0,13,37,1,18,26,83,152,54,15,25.657894736842106,9.868421052631579,8.552631578947368,21.05263157894737,0.0,8.552631578947368,24.342105263157894,0.6578947368421053,11.842105263157896,17.105263157894736,54.60526315789474,100.0,35.526315789473685,9.868421052631579
ML1263,Have Yourself A Merry Little Christmas,Matt Brouwer,11,2,0,5,0,1,9,0,1,4,23,45,13,9,24.444444444444443,4.444444444444445,0.0,11.11111111111111,0.0,2.2222222222222223,20.0,0.0,2.2222222222222223,8.88888888888889,51.111111111111114,100.0,28.88888888888889,20.0
ML1264,Love Came Down at Christmas,Jars Of Clay,39,4,0,12,0,4,39,4,6,9,31,91,43,17,42.857142857142854,4.395604395604396,0.0,13.186813186813186,0.0,4.395604395604396,42.857142857142854,4.395604395604396,6.593406593406593,9.89010989010989,34.065934065934066,100.0,47.252747252747255,18.681318681318682
ML1265,Joseph's Lullaby,MercyMe,12,5,1,8,3,2,8,1,1,8,19,62,17,26,19.35483870967742,8.064516129032258,1.6129032258064515,12.903225806451612,4.838709677419355,3.225806451612903,12.903225806451612,1.6129032258064515,1.6129032258064515,12.903225806451612,30.64516129032258,100.0,27.419354838709676,41.935483870967744
ML1266,Merry Christmas,Third Day,40,7,2,32,2,10,38,2,12,21,100,204,47,57,19.607843137254903,3.4313725490196076,0.9803921568627451,15.686274509803921,0.9803921568627451,4.901960784313726,18.627450980392158,0.9803921568627451,5.882352941176471,10.294117647058824,49.01960784313726,100.0,23.03921568627451,27.941176470588236
ML1267,Por Ti Voy A Morir,Frank Reyes,1,6,4,0,4,3,0,3,3,1,168,177,7,2,0.5649717514124294,3.389830508474576,2.2598870056497176,0.0,2.2598870056497176,1.694915254237288,0.0,1.694915254237288,1.694915254237288,0.5649717514124294,94.91525423728814,100.0,3.9548022598870056,1.1299435028248588
ML1269,Metal Gods,Judas Priest,12,7,4,8,2,11,7,3,3,10,26,70,19,25,17.142857142857142,10.0,5.714285714285714,11.428571428571429,2.857142857142857,15.714285714285714,10.0,4.285714285714286,4.285714285714286,14.285714285714286,37.142857142857146,100.0,27.142857142857142,35.714285714285715
ML1270,Silver Cloud,Alejandro Escovedo,43,11,3,7,3,8,38,9,9,4,74,150,54,22,28.666666666666668,7.333333333333333,2.0,4.666666666666667,2.0,5.333333333333333,25.333333333333332,6.0,6.0,2.6666666666666665,49.333333333333336,100.0,36.0,14.666666666666666
ML1271,Two Of Us,The Beatles,8,1,0,3,0,0,3,0,2,3,82,122,9,31,6.557377049180328,0.819672131147541,0.0,2.459016393442623,0.0,0.0,2.459016393442623,0.0,1.639344262295082,2.459016393442623,67.21311475409836,100.0,7.377049180327869,25.40983606557377
ML1272,Within,Mnemic,4,19,9,3,1,16,2,9,1,4,55,120,23,42,3.3333333333333335,15.833333333333334,7.5,2.5,0.8333333333333334,13.333333333333334,1.6666666666666667,7.5,0.8333333333333334,3.3333333333333335,45.833333333333336,100.0,19.166666666666668,35.0
ML1273,Running Blind ,Godsmack,2,23,3,1,4,4,2,4,0,2,57,119,25,37,1.680672268907563,19.327731092436974,2.5210084033613445,0.8403361344537815,3.361344537815126,3.361344537815126,1.680672268907563,3.361344537815126,0.0,1.680672268907563,47.89915966386555,100.0,21.008403361344538,31.092436974789916
ML1276,Lucky Man,Courtney John,44,1,1,13,0,0,37,1,14,3,77,149,45,27,29.530201342281877,0.6711409395973155,0.6711409395973155,8.724832214765101,0.0,0.0,24.83221476510067,0.6711409395973155,9.395973154362416,2.0134228187919465,51.67785234899329,100.0,30.201342281879196,18.120805369127517
ML1277,A Woman In Love,Maysa,32,3,0,9,0,2,28,1,5,5,19,84,35,30,38.095238095238095,3.5714285714285716,0.0,10.714285714285714,0.0,2.380952380952381,33.333333333333336,1.1904761904761905,5.9523809523809526,5.9523809523809526,22.61904761904762,100.0,41.666666666666664,35.714285714285715
ML1278,Dream,Michael Buble,2,2,2,3,2,3,2,3,1,2,9,29,4,16,6.896551724137931,6.896551724137931,6.896551724137931,10.344827586206897,6.896551724137931,10.344827586206897,6.896551724137931,10.344827586206897,3.4482758620689653,6.896551724137931,31.03448275862069,100.0,13.793103448275861,55.172413793103445
ML1279,Hasta El Final,Alejandra Guzman,0,2,2,0,2,2,0,2,0,0,154,162,2,6,0.0,1.2345679012345678,1.2345679012345678,0.0,1.2345679012345678,1.2345679012345678,0.0,1.2345679012345678,0.0,0.0,95.06172839506173,100.0,1.2345679012345678,3.7037037037037037
ML1280,Shoot Down,The Prodigy,3,30,29,5,15,29,3,15,15,0,19,58,33,6,5.172413793103448,51.724137931034484,50.0,8.620689655172415,25.862068965517242,50.0,5.172413793103448,25.862068965517242,25.862068965517242,0.0,32.758620689655174,100.0,56.89655172413793,10.344827586206897
