Index,Artist,Title,Mood,Lyrics

ML866,Paula Abdul,The Way That You Love Me,pos,"It ain't the clothes that you wear
It ain't the things that you buy
It ain't your house on the hill
It ain't the plane that you fly

It ain't your black limousine
It ain't your ninety-foot yacht
It ain't the things that you'll get
It ain't the things that you got

It ain't the money or the diamond rings
Honey I ain't impressed with your material things

It's the way that you love me
It's just the way that you love me
It's the way that you love me
It's just the way that you love me

It ain't your friends at the top
It ain't their fortune and fame
It ain't your heavy connections
It ain't the Hollywood game

Ain't famous people or the parties they throw
Honey I ain't impressed with all the people you know

It's just the way that you love me
(In the heat of the night)
It's just the way that you love me
(Baby)
It's just the way that you love me
(When you're loving me right)
It's just the way that you love me
(Baby)
It's just the way that you love me
(And the things that you do)
It's just the way that you love me
(Baby)
It's just the way that you love me
(Make me crazy for you)
It's just the way that you love me

It ain't the money or the diamond rings
Honey I ain't impressed with those material things

It ain't the trips to Brazil
It ain't the weekends in Rome
It ain't the French Riviera
You know I'd rather stay home

Ain't the Bahamas
It ain't Monaco
Honey I ain't impressed
With all the places we go

It's just the way that you love me
The way that you love me
The way that you love me
It's just the way that you love me
The way that you love me
(It ain't the money)
It's just the way that you love me
(Or the diamond rings)
The way that you love me
(Ain't what you buy me baby)
It's just the way that you love me
(Ain't material things)
The way that you love me
(Ain't your Maserati)
It's just the way that you love me
(Your house on the hill)
The way that you love me
(It ain't the parties)
It's just the way that you love me
(Or the trips to Brazil)"

ML871,J Boog,Let's Do It Again ,pos,"Uh baby yeah
Yeah yeah yeah yeah yeah ay
Na nanaaaanan ay

Nice to nice to know ya let's do it again
How we did it in on a one night stand
Girl I wanna be more than a friend, to you
Nice to nice to know ya let's do it again
How we did it in on a one night stand
Girl I wanna be more than a friend, to you

It was like food for all my senses
Our time prices is so expensive
Like water to all dem dry trenches
She had a theme song for every entrance
We had a dinner and a movie, fire up di dubie,
Raised vibes for this girl scoot closah to me
I call her babe, she call me boogie
Her beauty, intelligence really moves me

Nice to nice to know ya let's do it again
How we did it in on a one night stand
Girl I wanna be more than a friend, to you
Nice to nice to know ya let's do it again
How we did it in on a one night stand
Girl I wanna be more than a friend, to you

This isn't my first rendez-vous inna relationship
Well rounded graduated with love certificates ay
She wanna a lover, a lover I'll be
Stimulate yuh body and mentally ay
Nuh fuss mi straight up mi nah lie
Use up mi shoulder if you waan cry ah
My love is no nuh like no dem other guys
Feel sorry for who signed up cause mi a win first prize

Nice to nice to know ya let's do it again
How we did it in on a one night stand
Girl I wanna be more than a friend, to you
Nice to nice to know ya let's do it again
How we did it in on a one night stand
Girl I wanna be more than a friend, to you

She lookin' pretty real nice
Lightly remote she got the perfect body type
Being with you is like being in paradise,
Never seen a girl that can live up to da hype ay ay ay

She is Hawaian or Samoan or Fijian, Maori or Tahiti or Tonga
Big up to the Caribbean girl dem keep mi propa
I'll be latinos and I love mi sexy mamas
Boog and Corleon givin' you a holla

Nice to nice to know ya let's do it again
How we did it in on a one night stand
Girl I wanna be more than a friend, to you
Nice to nice to know ya let's do it again
How we did it in on a one night stand
Girl I wanna be more than a friend, to you
Nice to nice to know ya let's do it again
How we did it in on a one night stand
Girl I wanna be more than a friend, to you
Nice to nice to know ya let's do it again
How we did it in on a one night stand
Girl I wanna be more than a friend, to you"

ML874,The Four Tops,When She Was My Girl,pos,"She used to be
Everything to me
When she was my girl
When she was my girl

I held her near
Told her how much I cared
When she was my girl
When she was my girl

When she was my girl
There was laughter and loving in my world
Everyday
When she was my girl
Oh what joy she would bring
Now I've lost everything
She's gone, gone, gone, gone, gone

I spend the night
Dreaming how she used to be
When she was my girl
When she was my girl

When she was my girl
There was laughter and loving in my world
Yes it was
'Cause she was my girl
Oh what joy she would bring
Now I've lost everything
She's gone, the big red girl has gone

She used to be
Everything to me
When she was my girl
When she was my girl

She, she, my girl
She's so foxy can't you see
And this girl belongs to me
She's my girl
When we walk down the street
I would tell everyone we meet
This is my girl"

ML875,The Honey Drippers,Sea Of Love,pos,"Do you remember when we met
That's the day I knew you were my babe
I want to tell you how much I love you

Come with me, my love
To the sea, the sea of love
I want to tell you just how much I love you

Come with me, to the sea of love

Do you remember when we met
That's the day I knew you were my babe
I want to tell you oh how much I love you

Come with me, to the sea of love

Come with me, my love
To the sea, the sea of love
I want to tell you just how much I love you

I want to tell you oh how much I love you"

ML880,Jane Monheit,Save Your Love For Me,pos,"Wish I knew
Why I'm so in love with you
No one else in this world will do
Darling please save your love for me

Run away
If I were wise I'd run away
But like a fool I stay
And pray you'll aave your love for me

I can feel it
Even when you're not here
Can't conceal it
I really love you my dear
And though I know no good
Can come from loving you
I can't do a thing I'm so in love with you

So darling
Help me please
Have mercy on a fool like me
I'm so unwise but still I plead
Darling please save you love for me

I can feel it
Even when you're not here
Can't conceal it
I really love you my dear
And though I know no good
Can come from loving you
I can't do a thing I'm so in love with you

So darling help me please
Have mercy on a fool like me
I know I'm lost but stll I plead
Darling please save your love for me

You can have fun with the crowd
But for crying out loud
Darling please save your love for me"

ML882,Jens Lekman,I'm Leaving You Because I Don't Love You,pos,"I am leaving you because I don't love you
I am leaving you because I don't love you

Oh, it's the knowledge
It's the knowledge
It's the knowledge
Of future clarity
That makes my voice tremble
With greater dignity

I am leaving you because I don't love you
I am leaving you because I don't love you

I'm sorry I have to be this brutally honest, Nicole
But my excuses were babies of snow that I just could not hold
So you pick up your asthma inhaler and put it 'gainst your lips
Oh, those lips I've loved, that I was dreaming of
They're still red and soft, I'm so sorry I couldn't love you enough
I'm so sorry I couldn't love you enough
I'm so sorry

But I'm leaving you because I don't love you
I am leaving you because I don't love you

So you pick up your asthma inhaler and put it 'gainst your lips
Oh, those lips I've loved, that I was dreaming of
They're still red and soft, I'm so sorry I couldn't love you enough
So sorry I couldn't love you enough
I'm so sorry"

ML884,Wye Oak,Civilian,pos,"I am nothing without pretend
I know my thoughts
Can't live with them
I am nothing without amend
I know my faults
But I can't hide them

I still keep my baby teeth
In the bedside table with my jewelry
You still sleep in the bed with me
My jewelry and my baby teeth

I don't need another friend
When most of them
I can barely keep up with
Perfectly able to hold my own hand
But I still can't kiss my own neck

I wanted to give you everything
But I still stand in awe of superficial things
I wanted to love you like my mother's mother's mothers did
Civilian

Civilian"

ML889,Donnie McClurkin,When You Love ,pos,"(I wanna take the time to tell you, oh my)

Life is lovely, oh so lovely
Live is lovely when you love
It's exciting, and inviting
Life is lovely when you love
Love is patient, Love is kind, and
Love is the key to life's peace of mind
Oh, It's exciting when you love
When you love

Be inspired, so inspired
Be inspired when you love
Be inspired, hold on tighter
Be inspired when you love
Write them a poem, or sing them a song
Draw them painting, walk arm-in-arm
Be inspired when you love
When you love

Be romantic, so romantic
Be romantic when you love
Be romantic, so romantic
Be romantic when you love
Draw in the sand, or write in the sky
Tell them you'll love them till the day that you die

So, be romantic when you love
Oh yeah, oh yeah

Be committed, so committed
Be committed when you love
Be committed and stick with it
Be committed when you love
Go get a preacher, go get a singer
Go put a diamond ring on her finger
Be committed when you love
Love, Love, Love

Let them find out, let them find out
Let them find out when you love
Let them find out, take the time out
And let them find out when you love
'Cause if you love them, why don't you tell them?
Give them flowers while they can smell them
And let them find out, let them find out
Take the time out, take the time out
Let them find out, let them find out

When you love, love, love?
When you love, love, love"

ML890,Anita Baker,You Bring Me Joy,pos,"You bring me joy
When I'm down
Oh so much joy,
When I lose my way your love comes smilin' on me.

I saw your face and then I knew
We would be friends.
I was so afraid but your eyes, they'd say ""Come to me"".

So I'd say to you
""Can we talk for a while?""
You'd say ""it's all right""
When you love me, I smile
I feel your heart and you feel mine
You bring me joy.

You bring me joy
Don't go too far away
If I can't see your face I will remember your smile

But can this be right
Oh and should we be friends
I get lonely sometimes
And I'm mixed up again
'Cause you're the finest thing I've seen in all my life
You bring me joy.

My joy - my joy
I believe this is gonna be what you want it to be
I just love you, I just, I love you oh can't you see
That you're the finest thing I've seen in all my life
You bring me joy

(My joy), you are, you're my joy
(My joy), my (you bring me joy) my joy

I, Thank you, baby, thank you, baby
(You bring me joy)
I just love you baby
I just love you baby
I, I just love you
When I lose my way your love comes smilin' on me."

ML891,Anita Baker,Good Love,pos,"Ah, many days it goes unspoken
But this desire never seems to go away
It's gonna take much more than hope to bring
You close
I think I'll pray

I hear you say you've got got a lot to give up
And there is so much more this heart of mine
Can take
If what you have to bring to me is positive you send
It right away
Right away

I want to know what good love feels like
Good love, good love
I want a love that's sure to stand the test of time
I want to know what good love feels like
Good love, good love
Morning, noon and night, forever all mylife
Good love, good love
Good love, good love

There is a void that stands between us
And it seems it's getting harder to relate
Never in my wildest dreams did I imagine
Life this way

I want to know what good love feels like
Good love, good love
I want a love that's sure to stand the test of time
I want to know what good love feels like
Good love, good love
Hear me when I say, bring it to me baby

Babe, you're the man I hear you say you are
I don't quite understand why loving me
Is so hard
Never have I felt the need to be this close
Words cannot say, heaven only knows

Repeat Chorus 1 and fade"

ML901,The Stylistics,You're A Big Girl Now,pos,"You're a big girl now

No more daddy's little girl (Oh, ho, ho, ho)

You're a big girl now

No more daddy's little girl (Oh, ho, ho, ho)

No more pigtails in your hair

No more silly looks with a childish glare

No more doll for you to play

No more dumbness in the things you say

You're a big girl now

No more daddy's little girl (Oh, ho, ho, ho)

You're a big girl now

No more daddy's little girl (Oh, ho, ho, ho)

You can love, girl, if you must

You can kiss, girl, if you must

What you'll see day by day

All the realness in your way

And you're a big girl now

No more daddy's little girl (Oh, ho, ho, ho)

You're a big girl now

No more daddy's little girl (Oh, ho, ho, ho)

{Baby, I love you} Baby, I love you

{Yes, I do} Oh, yes, I do now

{In all my life} In all my life

{You're my dream come true} You're my dream come true

{You're a big girl now} You're a big girl now

{Yes, you are}

{You're my happiness} Shining star

You're a big girl now

No more daddy's little girl (Oh, ho, ho, ho) You're a big girl now"

ML903,Millie Small,My Boy Lollipop,pos,"My boy Lollipop
You made my heart go giddy-up
You are as sweet as candy
You're my sugar dandy
Well oh, my boy Lollipop
Never ever leave me
Because it would grieve me
My heart told me so

I love you, I love you, I love you so
But I don't want you to know
I need you, I need you, I need you so
And I'll never let you go

My boy Lollipop
You make my heart go giddy-up
You set the world on fire
You are my one desire
Oh, my Lollipop

I love you, I love you, I love you so
But I don't want you to know
I need you, I need you, I need you so
And I'll never let you go

My boy Lollipop
You make my heart go giddy-up
You set the world on fire
You are my one desire

Oh, my Lollipop
Oh, my Lollipop
My boy Lollipop
My boy Lollipop"

ML904,The Rolling Stones,We Love You,pos,"We don't care if you only love we
We don't care if you only love we

We love you
We love you
And we hope that you will love we too

We love they
We love they
And we want you to love they too

We don't care if you hound we
And lock the doors around we
We've locked it in our minds
'Cause we love you
We love you

You will never win we
Your uniforms don't fit we
You're dead and then we're in
'Cause we love you
(We love you)
Of course, we do

I love you
I love you
And I hope that you will love me too
We love you
We do
We love you
We do"

ML906,Gene Pitney,Only Love Can Break A Heart,pos,"Only love can break a heart, only love can mend it again

Last night I hurt you but darlin' remember this
Only love can break a heart, only love can mend it again, mm, mm

You know I'm sorry, I'll prove it with just one kiss
Only love can break a heart, only love can mend it agai-ain 

Give me a chance to make up for the harm I've done
Try to forgive me and let's keep the two of us one.

Please let me hold you and love you for always and always

Only love can break a heart only love can mend it agai-ain
Only love can break a heart only love can mend it again"

ML907,John Hiatt,What Kind Of Man,pos,"I cheated on my love
I cheated on my taxes
Burned bridges, ground axes

I stole cars, I stole dope
Left scars, killed hope

What kind of man do you think I am, babe?
One twist and I'd do it all again, babe
What kind of man got these holes in his mind?
Do the same thing over and over again
Expecting something different this time
What kind of man do you think I am?

I'm livin' in your house
I'm holdin' your hand
Sleepin' in your bed
Cookin' in your pan

You see the man who loves you
You see the man you love
But I have hidden claws
Inside these gloves

What kind of man do you think I am?
One twist and I'd do it all again
What kind of man got these holes in his mind?
Do the same thing over and over again
Expecting it'd be different this time
What kind of man do you think I am? Give it

Come clean and stand tall
To thee thine own self be true
But sometimes I don't know
Who's foolin' who

It's not place to question
Not my place to know
Now tell me
What kind of man gonna run this kind of show?

What kind of man do you think I am, babe?
Another thing comin' if you think I can, babe?
Pick you up every chance I get
Well, I've broken your heart for no other reason
Than my mind was already set
Oh, what kind of man?
What kind of man do you think I am?

What? What? What?
What kind of man do you think I am?
Oh, what kind of man?
What kind of man do you think I am?
What kind of man do you think I am?"

ML908,Joan Armatrading,This Charming Life,pos,"I wanna be with you all the time 
Every day 
Every night 
You're my deja vu 

It's sounds obsessive 
But I think it's fine 
When you're gone all I do is to think of you 

I live and love with you 
This charming life 

I live and love with you 
This charming life 

You know you came into the room alone 
But when you left 
Then I found that you took my heart 
It sounds so corny yes I know it does 
But truth is the shade that I choose to wear 

I live and love with you 
This charming life 

I live and love with you 

This charming life 

Every government must pass down a law 
That says the sun has to always shine 
That everybody gets the chance to say 

I live and love with you 
This charming life 

I live and love with you 
This charming life 

Every morning when I open my eyes 
You're the first thing that I see 
Lady luck she really took to me 

Because 
I live and love with you 
This charming life 

I live and love with you 
This charming life"

ML910,War,Me And Baby Brother,pos,"Me and baby brother
Used to run together
Me and baby brother
Used to run together

Welcome one another
Headed for the corner
Welcome one another
Headed for the corner

Shiftin' on his mind
Is like drinking funky wine
By the river
Chippin' on his mind
Is like drinking funky wine
By the river

Me and baby brother
Used to run together
Me and baby brother
Used to run together

Welcome one another
Headed for the corner
Welcome one another
Headed for the corner

I remember the day
We used to fight together
I remember the day, yeah
We used to fight together

Me and baby brother
Used to run together
Me and baby brother
Used to run together

Hang on, baby brother, oh
They call it law and order
Hey, hey, hey

Come back, baby brother
Come back, baby brother
Come back, baby brother
Come back, baby brother
You're my baby brother
You're my baby brother
Come back, baby brother
Come back, baby brother
Come back, baby brother
You're my baby brother
You're my baby brother
Come back, baby brother
Come back, baby brother
Come back, baby brother"

ML911,Eskmo,Color Dropping,pos,"Color Dropping,
Inside tree,
Color dropping,
Glower color falling.
Into the color we're falling
Into the color."

ML914,Lincoln Brewster,All I Really Want,pos,"E Esus E E B/D#
Lord I love the way You love me
C#m A2 Bsus
And how You move me deep within
E Esus E
Lord I love the way You hold me
Bsus A2 Bsus
And draw me into You
E Esus E E B/D#
Lord I love the way You bless me
C#m A2 Bsus
And how You look into my heart
E Esus E
Lord I love the way You lead me
Bsus A2 Bsus
Right into Your arms

E B/D#
God I praise Thee
C#m Bsus
You amaze me
A2 E/G#
Take my life
A2 Bsus
And let Your light shine through
E B/D# C#m Bsus
Jesus Savior friend of sinners
A2 E/G#
Fill me up
F#m7 Bsus E
'Cause all I really want is more of You"

ML916,Joe Cocker,You Are So Beautiful,pos,"You are so beautiful
To me
You are so beautiful
To me
Can't you see
You're everything I hoped for
You're everything I need
You are so beautiful
To me

You are so beautiful
To me
You are so beautiful
To me
Can't you see
You're everything I hoped for
You're everything I need
You are so beautiful
To me"

ML918,Roy Milton,Thrill Me,pos,"OK, I'm the one who took you for granted
I've made my mistakes, wake up let's not
Break up

Thrill me you've got a love so strong
Thrill me you really turn me on
Thrill me wait till tomorrow night
Thrill me I'm gonna treat you right

You said that I would never let you be alone
How many times have you been on your own
Worked all the days to find the things you try to do
If only my heart will never let you through
Because you

Thrill me you've got a love so strong
Thrill me you just can't do me wrong
Thrill me wait till tomorrow night
Thrill me I'm gonna treat you right

The truth is you've gone and left me on my own
How can I face the fact you're really gone
Love was a phase we'd have to pray to make it true
If only my heart would've never let you through
Because you

Thrill me you've got a love so strong
Thrill me you really turn me on
Thrill me wait till tomorrow night
Thrill me I'm gonna treat you right"

ML924,Wilson Pickett,Don't Let The Green Grass Fool You,pos,"Girl, try to remember
When we didn't have no shoes
We stuck together, just me and you
It took a long time, to get what we got today
Now ya wanna give it all up for another guy

Baby, I'm tellin' ya
Don't let the green grass fool ya
Don't let it change your mind

It's gonna be hard for me, baby
Build my life all over
Because baby, you got the love
That I really need, really

'Cause if you leave
Leave me this way, baby
You know what?
I may not live to see a brand new day

Oh baby
Don't let the green grass fool ya
Don't let it change your mind

You know why?
It may be greener on the other side, baby
But right in my arms is where you belong

Umm, mmm
Ooh-ooh, baby
Ooh-oh

Don't let the green grass fool ya
Don't let it change your mind, oh baby
It may be greener on the other side, baby
But ooh, right in my arms is where you belong, baby
Gotta feel it

Don't let the green grass fool ya, baby
(Don't let it change your mind)
Ah-hey (greener on the other side)
Don't, don't let it fool ya
Baby, in my arms is where you belong, yeah."

ML925,Jill Scott,So In Love ,pos,"I'm glad this week is over
I need to get away
Go home and throw my clothes on
Come get you right away

Can't wait to see you looking lovely
I hope you're thinking of me
'Cause all I want is time with you
And only nothing more

So in love with you
So in love with you
So in love with you
So in love with you

So in love with you
So in love with you
So in love with you
So in love with you

So in love with you
So in love with you
So in love with you
So in love with you

So in love with you
So in love with you
So in love with you
So in love with you

I see you cross the room
Talking to some men
I love your mannerisms, babe
The way you handle them

Oh, I'm so proud to be with you
So attracted to you too
You're so damn good to me
In everything you do

'Cause I am so in love, so in love with you
So in love with you
So in love with you
So in love with you

Oh, I'm so in love, so in love with you
So in love with you
So in love with you
So in love with you

I'm so in love, so in love with you
So in love with you
So in love with you
So in love with you

I'm so in love, so in love with you
So in love with you
So in love with you
So in love with you

Listen, I'm so in love with you
That I can't help myself (can't help it)
As long as is me and you
We don't need nothing else

I've got you
Got you
Hey, hey, hey, yeah, yeah
Oh, make it last forever

I'm so in love, first ting in the morning
When I open my eyes and see you
I feel like a breath of fresh air
I feel like I can fly

So in love with you
So in love with you
That I can get by
So in love with you
So in love with you
(You know that I love you baby)

So in love with you
So in love with you
Any obstacle that comes my way
(You know I'll do anything for you)

So in love with you
So in love with you
Because of your love
So in love with you
So in love with you

I'm so in love
So in love with you
So in love with you
I'll do anything for you

So in love with you
So in love with you
So in love with you
So in love with you
I'll do it, I'll do it

Anytime is all right if you want me, baby I'm there
You're so good to me, anytime is all right
Anytime is all right if you want me, baby I'm there
I'll do anything for you"

ML926,Johnny Gill,In The Mood,pos,"Girl it seems that we can't get it right, you've been stressin'
Let me be your teacher and give you a lesson tonight
I'ma use my hands, show your body, give you a message
I'ma give you all I got baby, I'm not stopping

'Til I hit that spot don't be afraid to lock in
We went to dinner and a movie and now we're so ready
Girl I've been lookin' at you from the side
Yeah that's my baby, I'm holding a secret

'Cause I want you to find it
Come give me all your love, 'til I can't get enough
Ain't nothing better than feeling your skin girl, it's heaven
Tonight's the night I'm going all in

And I want you bad right now
I wanna lay you on the floor
Or we can do it on the couch
But I'm gonna give you more

Girl let's take it to the bed
Nothing else needs to be said
Just bring me your love I'll give it back girl
I'm in the mood I wanna be next to you

Girl let's take it to the bed
Nothing else needs to be said
Just bring me your love I'll give it back girl
I'm in the mood I wanna be next to you

Girl you know you want it like I want it baby
Don't play hard to get yeah baby come get this whoa
I can do you better tell me what you need
Baby let me do ya I can set you free

Baby don't say no tell me where to go
We went to dinner and a movie and now we're so ready
Girl I've been lookin' at you from the side
Yeah that's my baby, I'm holding a secret

'Cause I want you to find it
Come give me all your love 'til I can't get enough
Ain't nothing better than feeling your skin girl, it's heaven
Tonight's the night I'm going all in

And I want you bad right now
I wanna lay you on the floor
Or we can do it on the couch
But I'm gonna give you more

Girl let's take it to the bed
Nothing else needs to be said
Just bring me your love I'll give it back girl
I'm in the mood I wanna be next to you

Girl let's take it to the bed
Nothing else needs to be said
Just bring me your love I'll give it back girl
I'm in the mood I wanna be next to you

I don't wanna wait another minute girl
I want you right now now now now
I don't wanna wait another minute girl
I wanna take you down down down down

I don't wanna wait another minute girl
I want you right now now now now
I don't wanna wait another minute girl
I wanna take you down down down down

Girl let's take it to the bed
Nothing else needs to be said
Just bring me your love I'll give it back girl
I'm in the mood I wanna be next to you

Girl let's take it to the bed
Nnothing else needs to be said
Just bring me your love I'll give it back girl
I'm in the mood I wanna be next to you"

ML927,One Way,Cutie Pie,pos,"Cutie pie
You're the reason why
I love you so
I don't want you to go

You're the girl who makes me feel so good
Cutie pie

Cutie pie
You brighten up my day
It's impossible
For me to stay away

Lately hazy
Girl, I'm goin' 'round
I want you to know
How much I love you so

Lately hazy
Girl, I'm goin' 'round
Want you to see
How much you mean to me

You're the girl who makes me feel so good
Cutie pie
Nothin' but a cutie pie

Cutie pie
You really pick me up
Till I can't
Hardly get enough

You're the girl who makes me feel so good
Cutie pie

Cutie pie
You're the reason why
I'm full of joy
Since you came into my life

You're the girl who makes me feel so good
Cutie pie

Lately hazy
Girl, I'm goin' 'round
I want you to know
How much I love you so

Lately hazy
Girl, I'm goin' 'round
Want you to see
How much you mean to me

You're the girl who makes me feel so good
Cutie pie

You're the girl who makes me feel so good
Cutie pie
Nothin' but a cutie pie
Who makes me feel so good
You're my cutie pie

You're the girl who makes me feel so good
Cutie pie

You're nothin' but a cutie pie
Who makes me feel so good
You're my cutie pie

You're the girl who makes me feel good
Cutie pie

You're the girl who makes me feel so good
Cutie pie

You're the girl who makes me feel good
Cutie pie"

ML929,The Platters,I Love You 1000 Times,pos,"I love you, baby, 1000 times

Remember love notes
The teacher found in school
The whole class laughing
Gee, I felt just like a fool

Here comes the very funny, funny line
I had to write it a 1000 times

That I love you, love you
(Love you, I love you)
I love you, I love you
(Love you, I love you)
Girl, I love you, I love you 1000 times
(Love you, I love you)
Baby, I love you, you know that I do

The love notes I treasured
Loving you was not a sin
Punishment was pleasure
Oh, I'd do it all over again

I wrote and I wrote, till my fingers got sore
I had to write just a little bit more

'Cause I love you, love you
(Love you, I love you)
Girl, I love you, I love you
(Love you, I love you)
Girl, I love you, I love you 1000 times
(Love you, I love you)
You know I love you, you know I do

Did you read my letters
It's been on my mind?
All it said was
That I love you 1000 times

From then until this very same day
I still feel the same old way

'Cause I love you, love you
(Love you, I love you)
Girl, I love you, I love you
(Love you, I love you)
Girl, I love you, I love you 1000 times
(Love you, I love you)"

ML930,Bo Diddley,Bo Diddley,pos,"Bo Diddley buy his baby diamond ring 
If that diamond ring don't shine
He gonna take it to a private eye
If that private eye can't see
He better not take the ring from me

Bo Diddley caught a nanny goat
To make his pretty baby a Sunday coat
Bo Diddley caught a feral cat
To make his pretty baby a Sunday hat

Mojo come to my house with black cat bone
A-take my baby all away from home
Ugly that Mojo, where has he been
Up your house and gone again
Bo Diddley, Bo Diddley have you heard
My pretty baby said she was a bird"

ML931,Brenton Wood,Gimme Little Sign,pos,"If you do want me, gimme little sugar
If you don't want me, don't lead me on girl
But if you need me, show me that you love me
And when I'm feeling blue and I want you
There's just one thing that you should do

Just gimme some kind of sign girl
Oh my baby
To show me that you're mine girl
Oh yeah

Just gimme some kind of sign girl
Oh my darling
To show me that you're mine girl
All right

If you do want me, gimme little sweet talk
If you don't want me, don't lead me on girl
But if you need me, show me that you love me
And when I'm feeling down, wearing a frown
You be there when I look around

Just gimme some kind of sign girl
Oh my baby
To show me that you're mine girl
All right

Just gimme some kind of sign girl
Oh my baby
To show me that you're mine girl
All right

...

Just gimme some kind of sign girl
Oh my baby
To show me that you're mine girl
Oh yeah

Just gimme some kind of sign girl
Oh my darling
To show me that you're mine girl
All right

Just gimme some kind of sign, sign

Just gimme some kind of sign girl
Oh my baby
To show that you're mine girl
Oh yeah..."

ML933,Shenandoah,Rock My Baby,pos,"After work, me and the boys
Go down to Killey's and we make some noise
Feed that old jukebox and play some air guitar

Well and there's nothin' wrong with shootin' pool
And having some fun and acting a fool
But this time I won't be going where they are

'Cause I'm going home and rock my baby
Just thinkin' 'bout her is making me crazy
And all day long, I've been dreamin' of holding her tight

Yeah, it's gonna be a sweet surrender
Candlelight and love me tender
I'm going home and rock my baby tonight

The girl sure has been working hard
I thank she's ready for some R 'n' R
Something to take her mind off everything

Champagne and a box of candy
A dozen roses might come in handy
To help loosen up those apron strings

'Cause I'm going home and rock my baby
Just thinkin' 'bout her is making me crazy
All day long, I've been dreamin' of holding her tight

Yeah, it's gonna be a sweet surrender
Candlelight and love me tender
I'm going home and rock my baby tonight

If the roses and the candy do the trick
Tomorrow I may have to call in sick

'Cause I'm going home and rock my baby
Just thinkin' 'bout her is making me crazy
And all day long, I've been dreamin' of holding her tight

Yeah, it's gonna be a sweet surrender
Candlelight and love me tender
I'm going home and rock my baby tonight
Yeah, I'm going home and rock my baby tonight"

ML934,Hank Snow,Hello Love,pos,"Well look who's comin' through the door
I think we've met somewhere before hello love hello love
Where in the world have you been so long
I've missed you so since you've been gone hello love hello love
Make yourself feel right at home
I hope you plan on staying long come in love come in love
I must say I was sure surprised
You're the last thing I expected by hello love hello love
I've heard it said time and again you often go back where you've been
I really didn't believe it was true but I left the door unlocked for you

I'll try to please you in every way
Assure you of a pleasant stay this time love this time love
I've been so blue since you've been gone
Now you're back with me and nothing's wrong hello love hello love
(Ac.guitar)
I've heard it said...
And it's wonderful now you're back with me
And things are like they used to be remember love remember love
You're back with me now and my world's complete
So don't mind me if I repeat hello love hello love hello love hello love"

ML937,Tony Carey,I Won't Be Home Tonight,pos,"I Won't Be Home Tonight

Do you think I'd come runnin' at the drop of a hat?
Oh baby don't you know me any better than that?
You're hot one minute, and gone the next
So tell me what do you expect?

You're standin' there tellin' me you're home for good
Did you think I'd believe it? did you think I would?
You can turn it right around, where you come from
'Cause you and me are over and done

I won't be home tonight.
I'll get along just fine without you
Don't bother callin' me tonight
Oh baby take it somewhere else

Take it somewhere else

Oh you think it's so easy, all you ever gotta do
To make every man roll over for you
You tell 'em something nice, show your baby blues
But baby I've got news for you.

I won't be home tonight.
I'll get along just fine without you
Don't bother callin' me tonight
Oh baby take it somewhere else

Somewhere else
Baby take it somewhere else
Take it somewhere else

I won't be home tonight.
I'll get along just fine without you
Don't bother callin' me tonight
Oh baby take it somewhere else
I won't be home tonight.
I'll get along just fine without you
Don't bother callin' me tonight
Oh baby take it somewhere else"

ML938,Whitesnake,Love Ain't No Stranger,pos,"Who knows where the cold wind blows?
I ask my friends, but nobody knows
Who am I to believe in love?
Oh, love ain't no stranger, mmm

I looked around, and what did I see?
Broken hearted people staring at me
All searching 'cause they still believe
Oh, love ain't no stranger

I was alone, and I needed love
So much I sacrificed all I was dreaming of
I heard no warning, but a heart can tell
I'd feel the emptiness of love I know so well

Love ain't no stranger
I ain't no stranger
Love ain't no stranger
I ain't no stranger to love, no, no, no

Can't hold the passion of a soul in need
I look for mercy when my heart begins to bleed
I know good loving, I'm a friend of pain
But when I read between the lines, it's all the same

Love ain't no stranger
I ain't no stranger
Love ain't no stranger
I ain't no stranger to love

Who knows where the cold wind blows?
I ask my friends, but nobody knows
Who am I to believe in love?
Lord, have mercy, love ain't no stranger
I ain't no stranger

I was alone, and I needed love
So much I sacrificed all I was dreaming of
Can't hold the passion of a soul in need
I look for mercy when my heart begins to bleed

Love ain't no stranger
I ain't no stranger
Love ain't no stranger
I ain't no stranger to love

Love ain't no stranger
Love ain't no stranger
I ain't no stranger"

ML943,The Cult,Sun King,pos,"This is where it all ends
And the kinda dream that you've never seen
Well, yeah

Hot damn, ooh, mercy ma'am
What the hell you doing to me?
Ah, strutting round with your head held high
What you trying to prove, girl?
Black haired missy
Big brown eyes
On my knees, mama please
I'm a regal man
I'll do what I can
To take you off to the promised land

I'm a sun king, baby
Let me take you by the hand
Sun king, honey
We can rule across the land
I'm a sun king, baby
With you, I'll share my throne
A sun king, honey
I can't make it on my own, no

Hey, look out, little missy's about
Ripping up the town, yeah
Honey, I can't tie you down
