,title,artist,valence,arousal,dominance,sd_valence,sd_arousal,sd_dominance,empty,empty,empty,empty,unknown,total_number_of_words,emotional_impact_words,empty,norm_valence,norm_arousal,norm_dominance,empty,empty,empty,empty,empty,empty,empty,norm_unknown,norm_total,norm_emotional_impact,empty
ML910,Me And Baby Brother,War,6.026399999999996,4.174200000000003,5.4079000000000015,1.8751000000000007,2.3642000000000007,2.264199999999999,0,0,0,0,37,137,100,0,66.95999999999997,46.380000000000024,60.0877777777778,0,0,0,0,0,0,0,27.00729927007299,100,72.99270072992701,0.0
ML911,Color Dropping,Eskmo,7.14,3.095,5.895,2.1316666666666673,1.7316666666666667,1.86,0,0,0,0,7,13,6,0,79.33333333333333,34.388888888888886,65.5,0,0,0,0,0,0,0,53.84615384615385,100,46.15384615384615,0.0
ML914,All I Really Want,Lincoln Brewster,6.308055555555557,4.340277777777777,5.705555555555555,1.7913888888888896,2.479444444444444,2.2705555555555557,0,0,0,0,51,87,36,0,70.08950617283952,48.225308641975296,63.39506172839505,0,0,0,0,0,0,0,58.620689655172406,100,41.37931034482759,0.0
ML915,O Tu O Yo,Jose Jose,5.374444444444444,3.5455555555555556,5.377777777777776,1.9388888888888889,2.137777777777778,2.2244444444444444,0,0,0,0,214,223,9,0,59.71604938271605,39.39506172839506,59.75308641975307,0,0,0,0,0,0,0,95.96412556053812,100,4.0358744394618835,0.0
ML916,You Are So Beautiful,Joe Cocker,6.910000000000001,4.94,5.914000000000001,1.73,2.5780000000000003,2.2340000000000004,0,0,0,0,14,24,10,0,76.77777777777779,54.88888888888889,65.71111111111112,0,0,0,0,0,0,0,58.333333333333336,100,41.66666666666667,0.0
ML918,Thrill Me,Roy Milton,6.428275862068965,4.759827586206895,5.9044827586206905,1.6362068965517242,2.3294827586206894,2.170862068965517,0,0,0,0,47,105,58,0,71.42528735632183,52.88697318007661,65.60536398467434,0,0,0,0,0,0,0,44.761904761904766,100,55.23809523809524,0.0
ML923,I've Been Lonely For So Long,Frederick Knight,5.876521739130431,4.181304347826089,5.499239130434776,1.4552173913043478,2.2911956521739136,1.9381521739130434,0,0,0,0,84,176,92,0,65.29468599033811,46.45893719806765,61.10265700483084,0,0,0,0,0,0,0,47.72727272727273,100,52.27272727272727,0.0
ML924,Don't Let The Green Grass Fool You,Wilson Pickett,6.03875,3.9995000000000003,5.489249999999998,1.8415000000000004,2.309875000000001,2.1866250000000007,0,0,0,0,50,130,80,0,67.09722222222223,44.4388888888889,60.991666666666646,0,0,0,0,0,0,0,38.46153846153847,100,61.53846153846154,0.0
ML925,So In Love ,Jill Scott,7.163916666666666,4.693416666666673,5.865416666666664,1.5403333333333318,2.760333333333334,2.5319999999999996,0,0,0,0,57,177,120,0,79.59907407407407,52.14907407407415,65.17129629629626,0,0,0,0,0,0,0,32.20338983050847,100,67.79661016949152,0.0
ML926,In The Mood,Johnny Gill,6.2428,4.225828571428574,5.567257142857139,1.6013142857142861,2.3809142857142866,2.263828571428572,0,0,0,0,147,322,175,0,69.36444444444444,46.95365079365082,61.85841269841266,0,0,0,0,0,0,0,45.65217391304348,100,54.347826086956516,0.0
ML927,Cutie Pie,One Way,6.628305084745759,4.25330508474577,5.725762711864409,1.6074576271186447,2.4885593220339,2.1181355932203396,0,0,0,0,49,167,118,0,73.64783427495288,47.258945386064106,63.61958568738232,0,0,0,0,0,0,0,29.34131736526946,100,70.65868263473054,0.0
ML929,I Love You 1000 Times,The Platters,6.979090909090909,4.725113636363642,5.735454545454548,1.5226136363636362,2.7428409090909067,2.4924999999999975,0,0,0,0,22,110,88,0,77.54545454545455,52.50126262626269,63.72727272727276,0,0,0,0,0,0,0,20.0,100,80.0,0.0
ML930,Bo Diddley,Bo Diddley,6.323684210526313,4.341842105263158,5.645526315789473,1.7376315789473689,2.40342105263158,2.1878947368421056,0,0,0,0,28,66,38,0,70.26315789473682,48.24269005847953,62.72807017543859,0,0,0,0,0,0,0,42.42424242424242,100,57.57575757575758,0.0
ML931,Gimme Little Sign,Brenton Wood,6.52381578947368,4.290263157894737,5.783815789473682,1.510263157894737,2.3628947368421076,2.1838157894736843,0,0,0,0,46,122,76,0,72.48684210526311,47.66959064327486,64.26461988304091,0,0,0,0,0,0,0,37.704918032786885,100,62.295081967213115,0.0
ML932,Can't Smile Without You,Barry Manilow,6.304999999999999,4.225357142857146,6.116964285714287,1.6873214285714282,2.5446428571428568,1.8414285714285719,0,0,0,0,77,133,56,0,70.05555555555554,46.94841269841274,67.96626984126985,0,0,0,0,0,0,0,57.89473684210527,100,42.10526315789473,0.0
ML933,Rock My Baby,Shenandoah,6.20036585365854,4.119024390243903,5.5509756097560965,1.7343902439024397,2.3826829268292693,2.2208536585365866,0,0,0,0,77,159,82,0,68.89295392953933,45.7669376693767,61.67750677506774,0,0,0,0,0,0,0,48.42767295597484,100,51.57232704402516,0.0
ML934,Hello Love,Hank Snow,6.6240983606557355,4.220655737704919,5.8452459016393465,1.5501639344262295,2.5470491803278685,2.342295081967212,0,0,0,0,59,120,61,0,73.60109289617485,46.89617486338799,64.94717668488164,0,0,0,0,0,0,0,49.166666666666664,100,50.83333333333333,0.0
ML936,Baby's On Fire,Sammy Hagar,5.8172839506172815,4.551851851851852,5.364938271604937,1.8096296296296301,2.396543209876544,2.2545679012345685,0,0,0,0,51,132,81,0,64.63648834019202,50.5761316872428,59.610425240054866,0,0,0,0,0,0,0,38.63636363636363,100,61.36363636363637,0.0
ML937,I Won't Be Home Tonight,Tony Carey,6.036393442622949,4.075081967213116,5.548688524590162,1.7044262295081964,2.3577049180327876,2.2157377049180336,0,0,0,0,85,146,61,0,67.0710382513661,45.27868852459018,61.65209471766846,0,0,0,0,0,0,0,58.21917808219178,100,41.78082191780822,0.0
ML938,Love Ain't No Stranger,Whitesnake,5.924838709677418,4.678172043010758,5.471290322580645,1.6754838709677407,2.5404301075268805,2.3880645161290324,0,0,0,0,67,160,93,0,65.83154121863798,51.9796893667862,60.7921146953405,0,0,0,0,0,0,0,41.875,100,58.12500000000001,0.0
ML939,Stockholm Syndrome,Muse,5.173469387755098,4.071020408163266,5.124693877551021,1.7279591836734693,2.29795918367347,2.2728571428571422,0,0,0,0,30,79,49,0,57.482993197278866,45.23356009070295,56.941043083900226,0,0,0,0,0,0,0,37.9746835443038,100,62.0253164556962,0.0
ML941,Hermosisimo Lucero,Los Alegres De Teran,3.7540000000000004,4.642999999999999,4.765000000000001,1.879,2.3019999999999996,2.5620000000000003,0,0,0,0,151,161,10,0,41.711111111111116,51.588888888888874,52.94444444444445,0,0,0,0,0,0,0,93.7888198757764,100,6.211180124223603,0.0
ML943,Sun King,The Cult,6.1460305343511425,4.1664122137404584,5.41198473282443,1.8497709923664114,2.413969465648856,2.351908396946566,0,0,0,0,67,198,131,0,68.28922815945714,46.293469041560655,60.13316369804923,0,0,0,0,0,0,0,33.83838383838384,100,66.16161616161617,0.0
ML945,God Must Really Love Me,Craig Morgan,6.315512820512819,4.360384615384618,5.564358974358975,1.6598717948717945,2.5306410256410268,2.2464102564102566,0,0,0,0,34,112,78,0,70.17236467236465,48.44871794871798,61.82621082621084,0,0,0,0,0,0,0,30.357142857142854,100,69.64285714285714,0.0
ML947,Goodnight Sweetheart,David Kersh,6.3887755102040815,4.007142857142857,5.802448979591837,1.7336734693877554,2.3653061224489793,2.193877551020408,0,0,0,0,35,84,49,0,70.98639455782313,44.523809523809526,64.47165532879819,0,0,0,0,0,0,0,41.66666666666667,100,58.333333333333336,0.0
ML948,Something I Do,Robert Earl Keen,6.6560000000000015,4.117176470588236,6.0791764705882345,1.588470588235295,2.4264705882352944,2.14505882352941,0,0,0,0,63,148,85,0,73.95555555555558,45.74640522875817,67.54640522875816,0,0,0,0,0,0,0,42.567567567567565,100,57.432432432432435,0.0
ML949,Uncloudy Day,Willie Nelson,6.272637362637363,3.909780219780223,5.6523076923076925,1.6841758241758233,2.2701098901098895,2.1603296703296713,0,0,0,0,28,119,91,0,69.6959706959707,43.442002442002476,62.80341880341881,0,0,0,0,0,0,0,23.52941176470588,100,76.47058823529412,0.0
ML951,Some People's Kids,Reckless Kelly,6.165438596491226,4.473684210526316,5.457719298245614,1.8378947368421052,2.4422807017543864,2.299122807017544,0,0,0,0,38,95,57,0,68.50487329434696,49.70760233918129,60.64132553606238,0,0,0,0,0,0,0,40.0,100,60.0,0.0
ML954,Got A Hold On Me,Christine McVie,6.827592592592594,4.791296296296302,5.7544444444444425,1.5377777777777781,2.709814814814815,2.5494444444444446,0,0,0,0,84,138,54,0,75.86213991769549,53.23662551440336,63.93827160493825,0,0,0,0,0,0,0,60.86956521739131,100,39.130434782608695,0.0
ML955,I Want Your Love,Chic,6.639008264462812,4.747520661157029,5.655371900826439,1.660165289256197,2.5993388429752073,2.537520661157026,0,0,0,0,29,150,121,0,73.76675849403125,52.750229568411434,62.83746556473821,0,0,0,0,0,0,0,19.333333333333332,100,80.66666666666666,0.0
ML957,A Boy Brushed Red Living In Black And White,Underoath,5.156120689655172,4.483189655172415,5.180431034482759,1.7364655172413805,2.3575862068965514,2.2155172413793087,0,0,0,0,118,234,116,0,57.29022988505747,49.813218390804614,57.56034482758621,0,0,0,0,0,0,0,50.427350427350426,100,49.572649572649574,0.0
ML958,Disciplined,Vreid,4.978840579710145,4.936956521739131,5.17840579710145,1.7794202898550724,2.3502898550724627,2.396231884057971,0,0,0,0,5,74,69,0,55.32045088566828,54.855072463768124,57.53784219001611,0,0,0,0,0,0,0,6.756756756756757,100,93.24324324324324,0.0
ML959,Blood Magick Necromance,Belphegor,4.760399999999999,4.627999999999999,4.785,1.7301999999999997,2.370400000000001,2.1438000000000006,0,0,0,0,37,87,50,0,52.893333333333324,51.42222222222221,53.166666666666664,0,0,0,0,0,0,0,42.5287356321839,100,57.47126436781609,0.0
ML960,Comin' Home,Murder By Death,6.049344262295085,3.7403278688524604,5.863770491803279,1.6544262295081973,2.2857377049180334,2.0539344262295085,0,0,0,0,72,133,61,0,67.21493624772317,41.55919854280511,65.15300546448087,0,0,0,0,0,0,0,54.13533834586466,100,45.86466165413533,0.0
ML961,Move Your Body,My Darkest Days,5.543440000000001,4.35512,5.487600000000001,1.6935199999999997,2.3218400000000003,2.2597600000000004,0,0,0,0,65,190,125,0,61.593777777777795,48.39022222222223,60.97333333333334,0,0,0,0,0,0,0,34.21052631578947,100,65.78947368421053,0.0
ML963,Fue Un Placer Amarte,Conjunto Primavera,3.08,5.82,5.74,1.85,2.04,2.21,0,0,0,0,153,155,2,0,34.22222222222222,64.66666666666667,63.77777777777778,0,0,0,0,0,0,0,98.70967741935483,100,1.2903225806451613,0.0
ML964,I Just Wanna  Be Mad,Terri Clark,5.732249999999999,4.315874999999999,5.787375000000002,1.5610000000000002,2.3628750000000016,2.0845000000000002,0,0,0,0,97,177,80,0,63.691666666666656,47.95416666666666,64.30416666666669,0,0,0,0,0,0,0,54.80225988700565,100,45.19774011299435,0.0
ML965,Goin' Against Your Mind,Built To Spill,6.3480597014925335,4.395970149253733,5.868059701492531,1.688208955223879,2.2705970149253734,2.1552238805970156,0,0,0,0,57,124,67,0,70.53399668325036,48.84411276948592,65.20066334991701,0,0,0,0,0,0,0,45.96774193548387,100,54.03225806451613,0.0
ML966,Bring It To Jerome,Bo Diddley,6.087777777777777,4.383555555555556,5.642444444444444,1.5722222222222222,2.317333333333333,2.0622222222222226,0,0,0,0,26,71,45,0,67.64197530864197,48.70617283950617,62.693827160493825,0,0,0,0,0,0,0,36.61971830985916,100,63.38028169014085,0.0
ML969,Don't Answer The Door,B.B. King,6.1511111111111125,4.189444444444446,5.587888888888887,1.778,2.3804444444444464,2.2222222222222237,0,0,0,0,74,164,90,0,68.34567901234568,46.549382716049394,62.08765432098764,0,0,0,0,0,0,0,45.1219512195122,100,54.87804878048781,0.0
ML970,No Smoke Without Fire,James Hunter,5.1566666666666645,4.326190476190475,5.187142857142858,1.862380952380952,2.245000000000001,2.278809523809524,0,0,0,0,35,77,42,0,57.29629629629627,48.068783068783056,57.63492063492064,0,0,0,0,0,0,0,45.45454545454545,100,54.54545454545454,0.0
ML972,For Your Love,Stevie Wonder,6.7504838709677415,4.501451612903228,6.006129032258065,1.5348387096774194,2.513387096774193,2.1364516129032265,0,0,0,0,27,89,62,0,75.00537634408602,50.016129032258085,66.73476702508961,0,0,0,0,0,0,0,30.337078651685395,100,69.66292134831461,0.0
ML973,Homeward Bound,Simon & Garfunkel,6.0478666666666685,4.199066666666668,5.800933333333334,1.6669333333333334,2.39,2.2117333333333327,0,0,0,0,40,115,75,0,67.19851851851854,46.65629629629631,64.45481481481482,0,0,0,0,0,0,0,34.78260869565217,100,65.21739130434783,0.0
ML974,Sweet Mary,Wadsworth Mansion,6.757971014492754,4.216811594202897,5.948115942028985,1.7214492753623192,2.5502898550724638,2.161739130434783,0,0,0,0,116,185,69,0,75.08856682769726,46.85346215780997,66.09017713365539,0,0,0,0,0,0,0,62.70270270270271,100,37.2972972972973,0.0
ML975,"Sick, Sick, Sick",Bayside,4.438120805369125,4.293489932885901,4.635436241610742,1.5904697986577176,2.364026845637583,2.121409395973156,0,0,0,0,44,193,149,0,49.31245339299028,47.70544369873224,51.504847129008255,0,0,0,0,0,0,0,22.797927461139896,100,77.2020725388601,0.0
ML977,Angel Baby,Rosie & The Originals,6.901964285714285,4.410000000000002,5.676785714285713,1.8030357142857134,2.634107142857143,2.3612500000000005,0,0,0,0,35,91,56,0,76.68849206349205,49.00000000000002,63.075396825396815,0,0,0,0,0,0,0,38.46153846153847,100,61.53846153846154,0.0
ML978,Happy Feelin's ,Maze,6.974473684210529,4.7121052631578975,6.293157894736844,1.5168421052631578,2.3518421052631573,2.1852631578947364,0,0,0,0,28,66,38,0,77.49415204678365,52.35672514619886,69.92397660818716,0,0,0,0,0,0,0,42.42424242424242,100,57.57575757575758,0.0
ML980,The Angels Are Surely Weeping,Young Galaxy,5.7236,4.2808,5.314399999999999,1.5660000000000003,2.3712000000000004,2.1811999999999996,0,0,0,0,17,42,25,0,63.595555555555556,47.56444444444445,59.04888888888888,0,0,0,0,0,0,0,40.476190476190474,100,59.523809523809526,0.0
ML981,This Mess We're In,PJ Harvey,6.00797619047619,4.296547619047618,5.439880952380953,1.5570238095238098,2.397261904761904,2.221666666666667,0,0,0,0,32,116,84,0,66.75529100529099,47.73941798941798,60.4431216931217,0,0,0,0,0,0,0,27.586206896551722,100,72.41379310344827,0.0
ML982,Dust,Kylesa,5.08892857142857,3.944285714285715,4.926071428571428,1.614285714285714,2.412142857142857,2.331071428571429,0,0,0,0,24,52,28,0,56.543650793650784,43.82539682539684,54.73412698412698,0,0,0,0,0,0,0,46.15384615384615,100,53.84615384615385,0.0
ML983,Waste It On,Silversun Pickups,5.32318181818182,4.068636363636364,5.567878787878788,1.5383333333333324,2.3233333333333333,2.0933333333333324,0,0,0,0,28,94,66,0,59.146464646464665,45.20707070707071,61.865319865319876,0,0,0,0,0,0,0,29.78723404255319,100,70.2127659574468,0.0
ML984,White Nights,Oh Land,6.344333333333337,3.663166666666665,5.467666666666667,1.8291666666666668,2.382,2.160833333333333,0,0,0,0,8,68,60,0,70.49259259259263,40.701851851851835,60.75185185185186,0,0,0,0,0,0,0,11.76470588235294,100,88.23529411764706,0.0
ML988,Get Up And Get Down,The Dramatics,5.810789473684211,3.832807017543862,5.7753508771929765,1.5934210526315764,2.171228070175438,2.0106140350877215,0,0,0,0,15,129,114,0,64.56432748538012,42.58674463937624,64.17056530214418,0,0,0,0,0,0,0,11.627906976744185,100,88.37209302325581,0.0
ML989,Speak No Evil,Tinsley Ellis,4.907358490566036,4.337924528301888,5.240566037735849,1.5549056603773583,2.394339622641511,2.1777358490566034,0,0,0,0,31,84,53,0,54.526205450733734,48.199161425576534,58.22851153039832,0,0,0,0,0,0,0,36.904761904761905,100,63.095238095238095,0.0
ML991,Going Where The Lonely Go,Merle Haggard,5.199999999999999,3.8617142857142865,5.070571428571429,1.4999999999999998,2.370571428571428,2.1457142857142855,0,0,0,0,44,79,35,0,57.777777777777764,42.90793650793651,56.33968253968255,0,0,0,0,0,0,0,55.69620253164557,100,44.303797468354425,0.0
ML993,Sassafrass Roots,Green Day,4.79487804878049,3.7931707317073164,4.878536585365856,1.74219512195122,2.3614634146341467,2.1931707317073164,0,0,0,0,30,71,41,0,53.27642276422766,42.14634146341463,54.20596205962062,0,0,0,0,0,0,0,42.25352112676056,100,57.74647887323944,0.0
ML995,Addicted To That Rush,Mr. Big,5.260530973451321,4.572566371681416,5.464159292035399,1.7726548672566382,2.3451327433628317,2.0570796460176983,0,0,0,0,97,210,113,0,58.45034414945912,50.8062930186824,60.71288102261555,0,0,0,0,0,0,0,46.19047619047619,100,53.80952380952381,0.0
ML996,Hang Fire,The Rolling Stones,4.479663865546221,4.913109243697485,5.076974789915972,1.907731092436977,2.2939495798319354,2.2825210084033616,0,0,0,0,77,196,119,0,49.77404295051357,54.59010270774983,56.41083099906635,0,0,0,0,0,0,0,39.285714285714285,100,60.71428571428571,0.0
ML997,From The Clouds,Jack Johnson,5.9882758620689645,3.994137931034484,5.484482758620693,1.5587931034482765,2.3067241379310355,2.233793103448277,0,0,0,0,46,104,58,0,66.53639846743293,44.3793103448276,60.9386973180077,0,0,0,0,0,0,0,44.230769230769226,100,55.769230769230774,0.0
ML1000,So Lonely,The Police,4.530608695652169,3.8011304347826074,4.298782608695654,1.676782608695654,2.4009565217391327,1.914782608695654,0,0,0,0,27,142,115,0,50.34009661835743,42.23478260869564,47.76425120772949,0,0,0,0,0,0,0,19.014084507042252,100,80.98591549295774,0.0
ML1001,Teacher Teacher,Rockpile,6.785773195876289,3.92917525773196,5.9321649484536065,1.6577319587628865,2.501443298969071,2.1424742268041226,0,0,0,0,51,148,97,0,75.397479954181,43.65750286368845,65.91294387170674,0,0,0,0,0,0,0,34.45945945945946,100,65.54054054054053,0.0
ML1002,Cherry Blossom Girl,Air,6.274307692307693,4.444769230769231,5.492769230769229,1.6529230769230774,2.42246153846154,2.177538461538462,0,0,0,0,32,97,65,0,69.71452991452992,49.38632478632479,61.03076923076921,0,0,0,0,0,0,0,32.98969072164948,100,67.0103092783505,0.0
ML1003,Come On Let's Go,Los Lobos,6.301044776119397,4.0634328358208975,5.672537313432835,1.5170149253731349,2.1931343283582088,2.061044776119403,0,0,0,0,34,101,67,0,70.01160862354885,45.1492537313433,63.02819237147595,0,0,0,0,0,0,0,33.663366336633665,100,66.33663366336634,0.0
ML1004,The Blowers Daughter,Damien Rice,5.9628124999999965,4.301875000000004,5.481718749999998,1.6485937499999999,2.2957812499999997,2.1821875000000004,0,0,0,0,48,112,64,0,66.25347222222219,47.798611111111164,60.907986111111086,0,0,0,0,0,0,0,42.857142857142854,100,57.14285714285714,0.0
ML1005,It Is To You,Byron Cage,6.530985915492957,4.00112676056338,5.67197183098591,1.8633802816901415,2.3584507042253535,2.4702816901408444,0,0,0,0,6,77,71,0,72.56651017214398,44.45696400625977,63.021909233176785,0,0,0,0,0,0,0,7.792207792207792,100,92.20779220779221,0.0
ML1006,Lover's Melody ,Will Downing,7.064482758620691,5.369827586206898,6.225517241379311,1.5529310344827585,2.36051724137931,2.1277586206896557,0,0,0,0,42,100,58,0,78.49425287356323,59.664750957854416,69.17241379310346,0,0,0,0,0,0,0,42.0,100,57.99999999999999,0.0
ML1007,I Can See In Color,Mary J. Blige,6.546638655462178,4.064369747899157,5.774453781512606,1.6740336134453802,2.325126050420168,2.143277310924369,0,0,0,0,33,152,119,0,72.7404295051353,45.159663865546186,64.16059757236229,0,0,0,0,0,0,0,21.710526315789476,100,78.28947368421053,0.0
ML1008,Power Belongs To God,Hezekiah Walker & The Love Fellowship Crusade Choir,5.56572164948454,4.986082474226791,5.351546391752581,1.950670103092786,2.671701030927832,2.3960824742268008,0,0,0,0,94,288,194,0,61.84135166093933,55.40091638029767,59.46162657502868,0,0,0,0,0,0,0,32.63888888888889,100,67.36111111111111,0.0
ML1009,Think Twice,Donald Byrd,6.865138888888889,4.310416666666671,5.848055555555551,1.6668055555555554,2.49638888888889,2.275972222222222,0,0,0,0,55,127,72,0,76.27932098765433,47.89351851851857,64.97839506172835,0,0,0,0,0,0,0,43.30708661417323,100,56.69291338582677,0.0
ML1010,Fire On The Bayou,The Meters,5.799062499999999,4.227343750000001,5.48796875,1.68359375,2.30796875,2.181250000000001,0,0,0,0,30,94,64,0,64.43402777777777,46.97048611111112,60.97743055555556,0,0,0,0,0,0,0,31.914893617021278,100,68.08510638297872,0.0
ML1011,Good Life,Inner City,6.88722627737225,4.461824817518249,5.9830656934306505,1.8097810218978134,2.5443065693430675,2.2535766423357684,0,0,0,0,17,154,137,0,76.52473641524722,49.57583130575832,66.478507704785,0,0,0,0,0,0,0,11.03896103896104,100,88.96103896103897,0.0
ML1012,Aqui,La Ley,5.116363636363635,4.197727272727273,5.271818181818182,1.8077272727272733,2.408636363636364,2.2436363636363628,0,0,0,0,203,225,22,0,56.84848484848484,46.641414141414145,58.575757575757585,0,0,0,0,0,0,0,90.22222222222223,100,9.777777777777779,0.0
ML1013,Sobrevivo,Ednita Nazario,4.392,4.4,5.516,1.8030000000000002,2.213,2.348,0,0,0,0,156,166,10,0,48.800000000000004,48.88888888888889,61.28888888888889,0,0,0,0,0,0,0,93.97590361445783,100,6.024096385542169,0.0
ML1014,All By Myself,Fats Domino,6.272941176470588,4.3961764705882365,5.507352941176468,1.5608823529411766,2.4950000000000006,2.3555882352941175,0,0,0,0,31,65,34,0,69.69934640522875,48.84640522875819,61.192810457516316,0,0,0,0,0,0,0,47.69230769230769,100,52.307692307692314,0.0
ML1015,You've Got The Love I Need ,Al Green,6.603780487804877,4.44804878048781,5.429878048780489,1.7893902439024383,2.5687804878048786,2.501341463414634,0,0,0,0,45,127,82,0,73.37533875338752,49.42276422764234,60.33197831978321,0,0,0,0,0,0,0,35.43307086614173,100,64.56692913385827,0.0
ML1016,Settle For My Love,Patrice Rushen,6.410701754385966,4.472631578947371,5.779912280701753,1.5552631578947367,2.510175438596491,2.393771929824564,0,0,0,0,34,148,114,0,71.2300194931774,49.69590643274856,64.22124756335282,0,0,0,0,0,0,0,22.972972972972975,100,77.02702702702703,0.0
ML1018,Tan Enamorados,Ricardo Montaner,5.26375,4.03,5.4725,2.01125,2.43125,2.335,0,0,0,0,175,183,8,0,58.486111111111114,44.77777777777778,60.80555555555556,0,0,0,0,0,0,0,95.62841530054644,100,4.371584699453552,0.0
ML1019,Nuestro Amor,RBD,5.159999999999999,3.2655000000000003,4.612,1.6795000000000002,2.291999999999999,2.268,0,0,0,0,168,188,20,0,57.33333333333332,36.28333333333333,51.24444444444444,0,0,0,0,0,0,0,89.36170212765957,100,10.638297872340425,0.0
ML1020,Bella Traicion,Belinda,4.4485714285714275,4.239285714285715,5.468571428571429,1.7600000000000002,2.0621428571428564,2.2728571428571427,0,0,0,0,169,183,14,0,49.428571428571416,47.10317460317461,60.761904761904766,0,0,0,0,0,0,0,92.34972677595628,100,7.650273224043716,0.0
ML1021,Lemonade,Braids,5.260000000000001,3.91,5.281428571428571,1.5432142857142856,2.375,2.167142857142857,0,0,0,0,26,54,28,0,58.44444444444446,43.44444444444444,58.68253968253968,0,0,0,0,0,0,0,48.148148148148145,100,51.85185185185185,0.0
ML1022,No Fun,The Stooges,6.140699999999996,4.320400000000002,6.0280000000000005,1.4839000000000004,2.3482999999999983,2.0707999999999993,0,0,0,0,44,144,100,0,68.22999999999996,48.00444444444447,66.97777777777779,0,0,0,0,0,0,0,30.555555555555557,100,69.44444444444444,0.0
ML1023,Reena,Sonic Youth,6.238333333333336,3.862083333333333,5.7483333333333375,1.810624999999999,2.394166666666667,2.0845833333333332,0,0,0,0,19,67,48,0,69.31481481481484,42.91203703703704,63.87037037037041,0,0,0,0,0,0,0,28.35820895522388,100,71.64179104477611,0.0
ML1024,Everybody Needs A 303,Fatboy Slim,6.613506493506489,4.433246753246756,5.446233766233768,1.606103896103895,2.6494805194805195,2.4924675324675296,0,0,0,0,12,89,77,0,73.48340548340543,49.25829725829729,60.51370851370854,0,0,0,0,0,0,0,13.48314606741573,100,86.51685393258427,0.0
ML1025,On The Sly,Metric,5.053448275862067,5.023218390804598,5.331264367816092,1.6620689655172414,2.391494252873563,2.470229885057472,0,0,0,0,31,118,87,0,56.1494252873563,55.813537675606646,59.23627075351213,0,0,0,0,0,0,0,26.27118644067797,100,73.72881355932203,0.0
ML1026,Set Your Arms Down,Warpaint,5.644146341463415,4.4768292682926845,5.808292682926829,1.7048780487804875,2.29390243902439,2.2575609756097568,0,0,0,0,14,55,41,0,62.712737127371284,49.74254742547427,64.53658536585365,0,0,0,0,0,0,0,25.454545454545453,100,74.54545454545455,0.0
ML1027,Harness,White Fence,6.0459999999999985,4.393,5.409666666666667,1.732,2.398,2.3736666666666664,0,0,0,0,16,46,30,0,67.17777777777775,48.8111111111111,60.10740740740741,0,0,0,0,0,0,0,34.78260869565217,100,65.21739130434783,0.0
ML1028,Like Eating Glass,Bloc Party,5.804470588235297,4.040235294117646,5.391176470588234,1.6530588235294097,2.351529411764706,2.0662352941176474,0,0,0,0,58,143,85,0,64.49411764705886,44.89150326797384,59.901960784313715,0,0,0,0,0,0,0,40.55944055944056,100,59.44055944055944,0.0
ML1029,Fallen In Love,Smith Westerns,5.907999999999999,3.873428571428571,5.4371428571428595,1.5962857142857143,2.2920000000000003,2.0979999999999994,0,0,0,0,29,64,35,0,65.64444444444443,43.03809523809523,60.41269841269845,0,0,0,0,0,0,0,45.3125,100,54.6875,0.0
ML1030,Big Difference,Tokyo Police Club,5.61662162162162,3.9950000000000014,5.478243243243239,1.6125675675675673,2.3644594594594595,2.0431081081081084,0,0,0,0,53,127,74,0,62.4069069069069,44.38888888888891,60.86936936936932,0,0,0,0,0,0,0,41.732283464566926,100,58.26771653543307,0.0
ML1031,Make Out Fall Out Make Up,Love Is All,5.416739130434782,3.9647826086956512,5.289782608695654,1.7482608695652178,2.3252173913043475,2.262826086956521,0,0,0,0,20,66,46,0,60.18599033816424,44.05314009661835,58.77536231884059,0,0,0,0,0,0,0,30.303030303030305,100,69.6969696969697,0.0
ML1032,Because Of You,Tony Bennett,7.171153846153844,4.828846153846156,6.348461538461539,1.7246153846153844,2.696923076923077,2.024230769230769,0,0,0,0,9,35,26,0,79.67948717948715,53.653846153846175,70.53846153846155,0,0,0,0,0,0,0,25.71428571428571,100,74.28571428571429,0.0
ML1034,Blood Sugar Sex Magik,The Red Hot Chili Peppers,5.962061068702288,5.5559541984732865,5.5235877862595455,1.9061832061068702,2.2441221374045788,2.228625954198476,0,0,0,0,61,192,131,0,66.24512298558096,61.73282442748096,61.37319762510606,0,0,0,0,0,0,0,31.770833333333332,100,68.22916666666666,0.0
ML1035,Sometimes She Cries,Warrant,5.04304347826087,4.288405797101448,4.999130434782609,1.7007246376811593,2.4156521739130428,2.20072463768116,0,0,0,0,63,132,69,0,56.033816425120776,47.6489533011272,55.54589371980677,0,0,0,0,0,0,0,47.72727272727273,100,52.27272727272727,0.0
ML1036,Amarantine,Enya,6.8122727272727275,4.3392424242424275,5.731818181818182,1.5742424242424244,2.588787878787878,2.3486363636363636,0,0,0,0,25,91,66,0,75.6919191919192,48.21380471380475,63.68686868686869,0,0,0,0,0,0,0,27.472527472527474,100,72.52747252747253,0.0
ML1037,Que Ironia,Andy Andy,4.148571428571428,4.289285714285715,4.549642857142858,1.8260714285714292,2.3382142857142862,2.633214285714285,0,0,0,0,137,165,28,0,46.09523809523809,47.65873015873016,50.55158730158732,0,0,0,0,0,0,0,83.03030303030303,100,16.969696969696972,0.0
