,title,artist,valence,arousal,dominance,sd_valence,sd_arousal,sd_dominance,empty,empty,empty,empty,unknown,total_number_of_words,emotional_impact_words,empty,norm_valence,norm_arousal,norm_dominance,empty,empty,empty,empty,empty,empty,empty,norm_unknown,norm_total,norm_emotional_impact,empty,genre,year
b448,id wait a million years,the grass roots,5.719285714285716,4.356309523809524,5.474523809523809,1.7458333333333345,2.4547619047619045,2.1829761904761904,0,0,0,0,31,115,84,0,63.547619047619065,48.40343915343916,60.82804232804233,0,0,0,0,0,0,0,26.956521739130434,100,73.04347826086956,0.0,1,1969
b449,touch me,the doors,6.14659574468085,4.236808510638299,5.391702127659574,1.6346808510638298,2.435106382978723,2.3993617021276594,0,0,0,0,33,80,47,0,68.29550827423166,47.07565011820332,59.90780141843972,0,0,0,0,0,0,0,41.25,100,58.75,0.0,1,1969
b450,more today than yesterday,spiral starecase,6.557380952380951,4.062380952380953,5.482380952380952,1.5247619047619045,2.4740476190476195,2.2042857142857137,0,0,0,0,30,72,42,0,72.85978835978834,45.13756613756615,60.91534391534391,0,0,0,0,0,0,0,41.66666666666667,100,58.333333333333336,0.0,1,1969
b451,ive gotta be me,sammy davis jr,6.150789473684211,4.559736842105263,5.7749999999999995,1.6778947368421049,2.435263157894737,2.317368421052631,0,0,0,0,39,77,38,0,68.34210526315789,50.66374269005848,64.16666666666667,0,0,0,0,0,0,0,50.649350649350644,100,49.35064935064935,0.0,1,1969
b452,lay lady lay,bob dylan,6.082753623188405,3.943043478260871,5.825362318840581,1.6298550724637682,2.346521739130434,2.135507246376812,0,0,0,0,27,96,69,0,67.58615136876006,43.81159420289857,64.72624798711757,0,0,0,0,0,0,0,28.125,100,71.875,0.0,1,1969
b453,atlantis,donovan,6.092424242424243,3.8113636363636356,5.532575757575757,1.8025757575757577,2.3231818181818187,2.137424242424242,0,0,0,0,32,98,66,0,67.6936026936027,42.348484848484844,61.47306397306397,0,0,0,0,0,0,0,32.6530612244898,100,67.3469387755102,0.0,1,1969
b454,traces,classics iv,5.97022222222222,3.971777777777779,5.8855555555555545,1.6471111111111116,2.4004444444444446,2.1608888888888895,0,0,0,0,19,64,45,0,66.33580246913579,44.13086419753088,65.39506172839505,0,0,0,0,0,0,0,29.6875,100,70.3125,0.0,1,1969
b455,its getting better,mama cass elliot,6.2028205128205105,3.8333333333333335,5.825897435897438,1.6241025641025642,2.4266666666666663,2.0917948717948716,0,0,0,0,61,100,39,0,68.92022792022789,42.592592592592595,64.73219373219375,0,0,0,0,0,0,0,61.0,100,39.0,0.0,1,1969
b456,this magic moment,jay and the americans,6.548245614035092,4.822280701754389,5.606315789473683,1.7587719298245612,2.5231578947368414,2.1531578947368417,0,0,0,0,37,94,57,0,72.75828460038991,53.58089668615988,62.2923976608187,0,0,0,0,0,0,0,39.361702127659576,100,60.63829787234043,0.0,3,1969
b457,runaway child running wild,the temptations,6.0934715025906785,4.254093264248702,5.558601036269432,1.6846632124352325,2.392176165803111,2.1786010362694297,0,0,0,0,97,290,193,0,67.7052389176742,47.26770293609669,61.762233736327026,0,0,0,0,0,0,0,33.44827586206897,100,66.55172413793103,0.0,3,1969
b458,hawaii fiveo,the ventures,6.06,3.4012499999999997,5.878749999999999,1.64,2.31125,2.13,0,0,0,0,17,25,8,0,67.33333333333333,37.79166666666666,65.31944444444443,0,0,0,0,0,0,0,68.0,100,32.0,0.0,1,1969
b459,galveston,glen campbell,5.783599999999999,4.138,5.4664,1.7824,2.3312,2.2943999999999996,0,0,0,0,31,56,25,0,64.2622222222222,45.97777777777778,60.73777777777778,0,0,0,0,0,0,0,55.35714285714286,100,44.642857142857146,0.0,1,1969
b460,im gonna make you mine,lou christie,6.065280898876399,3.9014606741573044,5.793932584269668,1.6729213483146064,2.3689887640449467,2.1942696629213465,0,0,0,0,137,226,89,0,67.39200998751555,43.34956304619227,64.37702871410742,0,0,0,0,0,0,0,60.61946902654868,100,39.38053097345133,0.0,1,1969
b461,gitarzan,ray stevens,6.170260869565218,4.117043478260872,5.613478260869565,1.6946086956521746,2.3733913043478267,2.1386956521739133,0,0,0,0,70,185,115,0,68.5584541062802,45.744927536231906,62.3719806763285,0,0,0,0,0,0,0,37.83783783783784,100,62.16216216216216,0.0,1,1969
b462,can i change my mind,tyrone davis,5.998076923076921,4.1580769230769254,5.627948717948716,1.731282051282052,2.309615384615385,2.1584615384615384,0,0,0,0,51,129,78,0,66.64529914529912,46.20085470085473,62.53276353276351,0,0,0,0,0,0,0,39.53488372093023,100,60.46511627906976,0.0,1,1969
b463,time is tight,booker t  the mgs,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1969
b464,this girls in love with you,dionne warwick,6.433999999999999,4.317846153846155,5.681076923076922,1.5793846153846154,2.512769230769231,2.207692307692308,0,0,0,0,56,121,65,0,71.48888888888888,47.97606837606838,63.1230769230769,0,0,0,0,0,0,0,46.28099173553719,100,53.71900826446281,0.0,3,1969
b465,color him father,the winstons,6.265794392523364,4.188971962616826,5.6992523364486,1.6904672897196262,2.347196261682242,2.1724299065420554,0,0,0,0,74,181,107,0,69.61993769470403,46.54413291796473,63.325025960539996,0,0,0,0,0,0,0,40.88397790055249,100,59.11602209944752,0.0,3,1969
b466,black pearl,checkmates ltd,6.259626168224301,4.0950467289719645,5.74906542056075,1.718971962616822,2.344579439252338,2.1836448598130853,0,0,0,0,53,160,107,0,69.55140186915891,45.5005192107996,63.878504672897215,0,0,0,0,0,0,0,33.125,100,66.875,0.0,3,1969
b467,indian giver,1910 fruitgum company,6.718333333333332,4.220833333333335,6.030833333333332,1.5727777777777776,2.361944444444445,2.096388888888889,0,0,0,0,44,80,36,0,74.64814814814812,46.89814814814817,67.00925925925924,0,0,0,0,0,0,0,55.00000000000001,100,45.0,0.0,1,1969
b468,mother popcorn,james brown,6.119846153846154,4.031692307692307,5.501846153846155,1.6283076923076922,2.346923076923078,2.1116923076923078,0,0,0,0,78,143,65,0,67.9982905982906,44.79658119658119,61.13162393162395,0,0,0,0,0,0,0,54.54545454545454,100,45.45454545454545,0.0,1,1969
b469,twentyfive miles,edwin starr,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,100,0.0,0.0,1,1969
b470,things id like to say,new colony six,6.420338983050848,4.236610169491526,5.593389830508474,1.7428813559322036,2.510677966101695,2.2725423728813565,0,0,0,0,25,84,59,0,71.33709981167608,47.07344632768363,62.148775894538595,0,0,0,0,0,0,0,29.761904761904763,100,70.23809523809523,0.0,5,1969
b471,when i die,motherlode,5.535901639344259,4.25,5.413934426229508,1.5916393442622954,2.440491803278689,2.217049180327869,0,0,0,0,16,77,61,0,61.51001821493622,47.22222222222222,60.154826958105645,0,0,0,0,0,0,0,20.77922077922078,100,79.22077922077922,0.0,3,1969
b472,thats the way love is,marvin gaye,6.21173076923077,4.087884615384618,5.536538461538462,1.6470192307692284,2.4227884615384596,2.221442307692306,0,0,0,0,90,194,104,0,69.01923076923077,45.4209401709402,61.517094017094024,0,0,0,0,0,0,0,46.391752577319586,100,53.608247422680414,0.0,1,1969
b473,everybodys talkin,harry nilsson,6.149545454545454,3.907045454545455,5.5249999999999995,1.7270454545454548,2.376136363636363,2.231818181818181,0,0,0,0,31,75,44,0,68.32828282828284,43.411616161616166,61.388888888888886,0,0,0,0,0,0,0,41.333333333333336,100,58.666666666666664,0.0,1,1969
b474,the worst that could happen,johnny maestro  the brooklyn bridge,6.307818181818181,4.1845454545454555,5.491272727272726,1.6594545454545462,2.434909090909093,2.182545454545455,0,0,0,0,67,122,55,0,70.08686868686868,46.49494949494951,61.0141414141414,0,0,0,0,0,0,0,54.91803278688525,100,45.08196721311475,0.0,3,1969
b475,the chokin kind,joe simon,6.1367123287671195,4.4821917808219185,5.676712328767126,1.6193150684931508,2.456027397260275,2.2690410958904113,0,0,0,0,46,119,73,0,68.1856925418569,49.80213089802132,63.07458143074584,0,0,0,0,0,0,0,38.655462184873954,100,61.34453781512605,0.0,3,1969
b476,smile a little smile for me,the flying machine,6.025571428571426,4.126142857142858,5.690142857142859,1.654285714285714,2.4284285714285723,2.0048571428571442,0,0,0,0,40,110,70,0,66.95079365079363,45.84603174603175,63.223809523809535,0,0,0,0,0,0,0,36.36363636363637,100,63.63636363636363,0.0,3,1969
b477,polk salad annie,tony joe white,5.419090909090911,4.056666666666667,5.284141414141413,1.7318181818181817,2.3352525252525247,2.17010101010101,0,0,0,0,47,146,99,0,60.21212121212123,45.074074074074076,58.712682379349026,0,0,0,0,0,0,0,32.19178082191781,100,67.8082191780822,0.0,1,1969
b478,ruby dont take your love to town,kenny rogers  the first edition,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1969
b479,games people play,joe south,5.601475409836063,4.1031147540983595,5.475245901639346,1.7149180327868854,2.296885245901639,2.2365573770491802,0,0,0,0,59,120,61,0,62.23861566484514,45.590163934426215,60.83606557377051,0,0,0,0,0,0,0,49.166666666666664,100,50.83333333333333,0.0,1,1969
b480,you showed me,the turtles,6.938333333333333,4.480833333333334,5.871249999999997,1.58125,2.769583333333333,2.39,0,0,0,0,46,70,24,0,77.09259259259258,49.78703703703704,65.23611111111109,0,0,0,0,0,0,0,65.71428571428571,100,34.285714285714285,0.0,3,1969
b481,tracy,the cuff links,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,100,0.0,0.0,1,1969
b482,oh what a night,the dells,6.538787878787878,4.367121212121214,5.504090909090911,1.660757575757575,2.561666666666667,2.365606060606061,0,0,0,0,37,103,66,0,72.65319865319864,48.523569023569046,61.156565656565675,0,0,0,0,0,0,0,35.92233009708738,100,64.07766990291263,0.0,1,1969
b483,something,the beatles,6.378378378378379,4.00081081081081,5.830810810810811,1.5354054054054054,2.174324324324324,2.048648648648649,0,0,0,0,19,56,37,0,70.87087087087087,44.45345345345344,64.78678678678679,0,0,0,0,0,0,0,33.92857142857143,100,66.07142857142857,0.0,3,1969
b484,this girl is a woman now,gary puckett  the union gap,6.9801923076923025,4.422692307692308,5.7711538461538465,1.5717307692307696,2.547307692307693,2.157692307692307,0,0,0,0,35,87,52,0,77.55769230769225,49.14102564102564,64.12393162393163,0,0,0,0,0,0,0,40.229885057471265,100,59.77011494252874,0.0,3,1969
b485,come together,the beatles,5.645862068965515,3.9260344827586193,5.56206896551724,1.6562068965517236,2.251724137931035,2.169827586206896,0,0,0,0,42,100,58,0,62.7318007662835,43.62260536398466,61.800766283524894,0,0,0,0,0,0,0,42.0,100,57.99999999999999,0.0,3,1969
b486,ramblin gamblin man,bob seger system,5.824642857142854,4.159821428571431,5.38517857142857,1.5605357142857141,2.350714285714285,2.178214285714285,0,0,0,0,43,99,56,0,64.71825396825393,46.220238095238116,59.83531746031744,0,0,0,0,0,0,0,43.43434343434344,100,56.56565656565656,0.0,3,1969
b487,im gonna make you love me,the supremes  the temptations,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1969
b488,i heard it through the grapevine,marvin gaye,5.977297297297296,4.126486486486488,5.593918918918915,1.7547297297297304,2.37972972972973,2.0454054054054063,0,0,0,0,79,153,74,0,66.4144144144144,45.84984984984987,62.1546546546546,0,0,0,0,0,0,0,51.633986928104584,100,48.36601307189542,0.0,1,1969
b489,gimme gimme good lovin,crazy elephant,6.696060606060606,4.253636363636363,5.627878787878787,1.6281818181818184,2.506666666666667,2.1781818181818178,0,0,0,0,49,82,33,0,74.4006734006734,47.262626262626256,62.531986531986526,0,0,0,0,0,0,0,59.756097560975604,100,40.243902439024396,0.0,3,1969
b490,hang em high,booker t  the mgs,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1969
b491,your good thing is about to end,lou rawls,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,100,0.0,0.0,1,1969
b492,baby im for real,the originals,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1969
b493,oh happy day,edwin hawkins singers,6.333625000000007,4.812000000000002,6.125124999999994,1.593000000000001,2.2551249999999996,2.089375000000001,0,0,0,0,67,147,80,0,70.37361111111119,53.46666666666669,68.05694444444438,0,0,0,0,0,0,0,45.57823129251701,100,54.421768707483,0.0,3,1969
b494,love me tonight,tom jones,6.497638888888889,4.253472222222225,5.6352777777777785,1.6438888888888892,2.488055555555556,2.297916666666667,0,0,0,0,49,121,72,0,72.19598765432099,47.26080246913583,62.6141975308642,0,0,0,0,0,0,0,40.49586776859504,100,59.50413223140496,0.0,1,1969
b495,mr sun mr moon,paul revere  the raiders,6.18148148148148,4.1116666666666655,5.792962962962965,1.5275925925925924,2.422777777777778,2.1366666666666667,0,0,0,0,22,76,54,0,68.68312757201645,45.685185185185176,64.36625514403293,0,0,0,0,0,0,0,28.947368421052634,100,71.05263157894737,0.0,3,1969
b496,laughing,the guess who,5.615249999999998,4.2605,5.2802500000000006,1.5334999999999994,2.315750000000001,2.0867499999999994,0,0,0,0,74,114,40,0,62.39166666666664,47.338888888888896,58.66944444444445,0,0,0,0,0,0,0,64.91228070175438,100,35.08771929824561,0.0,3,1969
b497,my whole world ended the moment you left me,david ruffin,6.176521739130437,4.384021739130438,5.456956521739129,1.7872826086956528,2.4473913043478275,2.3205434782608707,0,0,0,0,63,155,92,0,68.62801932367152,48.71135265700487,60.632850241545874,0,0,0,0,0,0,0,40.64516129032258,100,59.354838709677416,0.0,1,1969
b498,soul deep,the box tops,6.296764705882357,4.191029411764708,5.48235294117647,1.7,2.576617647058823,2.225882352941176,0,0,0,0,49,117,68,0,69.96405228758175,46.56699346405231,60.91503267973855,0,0,0,0,0,0,0,41.88034188034188,100,58.119658119658126,0.0,1,1969
b499,hooked on a feeling,bj thomas,6.303720930232555,4.242325581395349,5.643488372093022,1.642325581395349,2.529767441860465,2.2162790697674426,0,0,0,0,39,82,43,0,70.04134366925061,47.13695090439276,62.70542635658913,0,0,0,0,0,0,0,47.5609756097561,100,52.4390243902439,0.0,1,1969
b500,sweet cream ladies,the box tops,6.054756097560975,4.035487804878049,5.672439024390245,1.5850000000000004,2.441829268292682,2.023780487804879,0,0,0,0,31,113,82,0,67.2750677506775,44.838753387533885,63.02710027100272,0,0,0,0,0,0,0,27.43362831858407,100,72.56637168141593,0.0,3,1969
b501,bridge over troubled water,simon  garfunkel,5.807014925373133,3.9668656716417896,5.544179104477611,1.628358208955223,2.3731343283582094,2.094328358208955,0,0,0,0,14,81,67,0,64.52238805970148,44.07628524046433,61.60199004975123,0,0,0,0,0,0,0,17.28395061728395,100,82.71604938271605,0.0,3,1970
b502,they long to be close to you,the carpenters,6.368600000000002,4.1264,5.6082,1.6634,2.335600000000001,2.1278,0,0,0,0,29,79,50,0,70.76222222222223,45.848888888888894,62.31333333333334,0,0,0,0,0,0,0,36.708860759493675,100,63.29113924050633,0.0,1,1970
b503,american woman,the guess who,6.127478991596642,4.092016806722693,5.612857142857141,1.505462184873948,2.2891596638655467,2.0113445378151273,0,0,0,0,131,250,119,0,68.08309990662936,45.46685340802993,62.365079365079346,0,0,0,0,0,0,0,52.400000000000006,100,47.599999999999994,0.0,3,1970
b504,raindrops keep fallin on my head,bj thomas,5.636727272727272,4.1134545454545455,5.416727272727272,1.638545454545454,2.3609090909090904,2.1709090909090913,0,0,0,0,47,102,55,0,62.630303030303025,45.70505050505051,60.18585858585857,0,0,0,0,0,0,0,46.07843137254902,100,53.92156862745098,0.0,1,1970
b505,war,edwin starr,5.237398373983739,4.707398373983738,5.21252032520325,1.6531707317073177,2.409674796747968,2.297235772357725,0,0,0,0,76,199,123,0,58.19331526648599,52.30442637759708,57.91689250225833,0,0,0,0,0,0,0,38.19095477386934,100,61.80904522613066,0.0,1,1970
b506,aint no mountain high enough,diana ross,5.951931818181818,3.8700000000000014,5.417727272727272,1.7279545454545455,2.3712500000000003,2.3030681818181815,0,0,0,0,44,132,88,0,66.13257575757576,43.00000000000002,60.196969696969695,0,0,0,0,0,0,0,33.33333333333333,100,66.66666666666666,0.0,1,1970
b507,ill be there,the jackson 5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,100,0.0,0.0,1,1970
b508,get ready,rare earth,6.245679999999998,3.8698400000000004,5.729039999999991,1.6424799999999986,2.3511200000000003,2.0107999999999993,0,0,0,0,79,204,125,0,69.39644444444443,42.998222222222225,63.6559999999999,0,0,0,0,0,0,0,38.72549019607843,100,61.274509803921575,0.0,1,1970
b509,let it be,the beatles,6.15571428571428,3.4849999999999994,6.031666666666668,1.6934523809523807,2.208690476190476,1.945952380952382,0,0,0,0,17,101,84,0,68.39682539682534,38.722222222222214,67.01851851851853,0,0,0,0,0,0,0,16.831683168316832,100,83.16831683168317,0.0,1,1970
b510,band of gold,freda payne,6.267258064516128,4.489516129032261,5.506129032258064,1.6316129032258062,2.537096774193548,2.272419354838711,0,0,0,0,56,118,62,0,69.63620071684586,49.883512544802905,61.17921146953405,0,0,0,0,0,0,0,47.45762711864407,100,52.54237288135594,0.0,1,1970
b511,mama told me not to come,three dog night,6.411176470588236,4.244117647058822,5.6365882352941155,1.5259999999999994,2.3292941176470596,2.0377647058823514,0,0,0,0,77,162,85,0,71.23529411764707,47.156862745098024,62.62875816993461,0,0,0,0,0,0,0,47.53086419753087,100,52.46913580246913,0.0,1,1970
b512,everything is beautiful,ray stevens,6.394579439252336,4.1278504672897185,5.5660747663551415,1.6801869158878504,2.4443925233644865,2.149813084112149,0,0,0,0,39,146,107,0,71.05088265835928,45.865005192107986,61.84527518172379,0,0,0,0,0,0,0,26.71232876712329,100,73.28767123287672,0.0,1,1970
b513,make it with you,bread,6.394583333333332,3.892291666666667,5.795416666666668,1.692708333333333,2.34625,2.158958333333333,0,0,0,0,31,79,48,0,71.05092592592592,43.24768518518519,64.39351851851853,0,0,0,0,0,0,0,39.24050632911392,100,60.75949367088608,0.0,1,1970
b514,hitchin a ride,vanity fare,6.178450704225347,4.654225352112679,5.372394366197176,1.5335211267605646,2.4526760563380257,1.967464788732396,0,0,0,0,45,116,71,0,68.64945226917052,51.713615023474205,59.69327073552418,0,0,0,0,0,0,0,38.793103448275865,100,61.206896551724135,0.0,1,1970
b515,abc,the jackson 5,6.502298136645961,3.9373291925465885,5.892484472049685,1.5550310559006206,2.4395652173913027,2.1405590062111806,0,0,0,0,74,235,161,0,72.24775707384401,43.74810213940654,65.47204968944095,0,0,0,0,0,0,0,31.48936170212766,100,68.51063829787233,0.0,3,1970
b516,the love you save,the jackson 5,5.778055555555556,4.072638888888892,5.484999999999998,1.5927777777777776,2.3635416666666673,2.3436805555555535,0,0,0,0,74,218,144,0,64.20061728395063,45.25154320987658,60.94444444444442,0,0,0,0,0,0,0,33.94495412844037,100,66.05504587155964,0.0,3,1970
b517,cracklin rosie,neil diamond,5.593199999999999,4.073066666666667,5.568666666666668,1.5327999999999997,2.153466666666667,2.082533333333335,0,0,0,0,65,140,75,0,62.14666666666665,45.2562962962963,61.87407407407409,0,0,0,0,0,0,0,46.42857142857143,100,53.57142857142857,0.0,1,1970
b518,candida,dawn,6.174186046511628,4.170930232558139,5.6281395348837195,1.6202325581395352,2.407906976744186,2.219302325581395,0,0,0,0,23,66,43,0,68.60206718346254,46.343669250645995,62.53488372093021,0,0,0,0,0,0,0,34.84848484848485,100,65.15151515151516,0.0,3,1970
b519,thank you falettinme be mice elf agin,sly  the family stone,6.068148148148146,4.122499999999999,5.554259259259255,1.7864814814814804,2.305925925925925,2.1541666666666655,0,0,0,0,55,163,108,0,67.42386831275718,45.80555555555554,61.71399176954728,0,0,0,0,0,0,0,33.74233128834356,100,66.25766871165644,0.0,3,1970
