Index,Artist,Title,Mood
ML1215,Steel Pulse,Blazing Fire ,neg
ML1216,Michael Franti & Spearhead,All I Want Is You,pos
ML1217,Broken Bells,Sailing To Nowhere,neg
ML1218,G. Love & Special Sauce,"Peace, Love & Happiness",pos
ML1219,Ed Bruce,You're The Best Break This Old Heart Ever Had,pos
ML1220,La Mafia,Quiero Amanecer Contigo,neg
ML1221,Conjunto Primavera,No Se Vivir Sin Ti,neg
ML1222,Palomo,Nos Falto,neg
ML1223,Dokken,Into The Fire,neg
ML1224,Kreator,Warcurse,neg
ML1225,Delirious?,I Could Sing Of Your Love Forever,pos
ML1226,Culture Club,The War Song,neg
ML1227,Skillet,The Last Night,neg
ML1228,Third Day,Silent Night,pos
ML1229,Elvis Presley,Blue Christmas,pos
ML1230,The Carpenters,"Merry Christmas, Darling",pos
ML1231,Kenny Loggins,Celebrate Me Home,pos
ML1232,Casting Crowns,I Heard The Bells On Christmas Day,pos
ML1233,Third Day,Joy To The World,pos
ML1234,Vince Vance & The Valiants,All I Want For Christmas Is You,pos
ML1235,Kelley Stoltz,Fire Escape,neg
ML1236,George Harrison,I Dig Love,pos
ML1237,Kirk Franklin & The Family,Silent Night,pos
ML1238,Boyz II Men,Silent Night,pos
ML1239,Israel Houghton,I Receive,pos
ML1240,Sharon Jones & The Dap-Kings,Be Easy,pos
ML1241,Israel Houghton,Others,pos
ML1242,Incognito,Feel The Pressure,neg
ML1243,Alejandro Sanz,Cuando Nadie Me Ve,neg
ML1244,Elvis Costello,I Lost You,neg
ML1245,The Replacements,Skyway,neg
ML1246,Vampire Weekend,Mansard Roof,neg
ML1247,Grant-Lee Phillips,It Ain't The Same Old Cold War Harry,neg
ML1248,The Who,I'm Free,pos
ML1249,The Flaming Lips,Yoshimi Battles The Pink Robots,neg
ML1250,U2,I Fall Down,neg
ML1251,Jason Collett,I'll Bring The Sun,pos
ML1252,Bruce Springsteen,Fire,neg
ML1253,Andrew Bird,Plasticities,neg
ML1254,Lori McKenna,Pour,pos
ML1255,Alaska Y Dinarama,Ni Tu Ni Nadie,neg
ML1256,Marvin Gaye,You Sure Love To Ball,pos
ML1257,The Chi-Lites,Toby,neg
ML1258,Luther Vandross,At Christmas Time,pos
ML1259,Frank Sinatra,It Gets Lonely Early,neg
ML1260,John Pizzarelli,Mountain Greenery,pos
ML1261,The Brooklyn Tabernacle Choir,Happy Birthday Jesus,pos
ML1262,Rebecca St. James,Happy Xmas ,pos
ML1263,Matt Brouwer,Have Yourself A Merry Little Christmas,pos
ML1264,Jars Of Clay,Love Came Down at Christmas,pos
ML1265,MercyMe,Joseph's Lullaby,pos
ML1266,Third Day,Merry Christmas,pos
ML1267,Frank Reyes,Por Ti Voy A Morir,neg
ML1268,Rod Stewart,What A Wonderful World ,pos
ML1269,Judas Priest,Metal Gods,neg
ML1270,Alejandro Escovedo,Silver Cloud,pos
ML1271,The Beatles,Two Of Us,pos
ML1272,Mnemic,Within,neg
ML1273,Godsmack,Running Blind ,neg
ML1274,Teddy Pendergrass,Joy,pos
ML1275,Eva Cassidy,Time After Time,neg
ML1276,Courtney John,Lucky Man,pos
ML1277,Maysa,A Woman In Love,pos
ML1278,Michael Buble,Dream,pos
ML1279,Alejandra Guzman,Hasta El Final,neg
ML1280,The Prodigy,Shoot Down,neg
ML1281,Joy Division,Heart And Soul,neg
ML1282,Wire,Reuters,neg
ML1283,Junior Boys,Teach Me How To Fight,neg
ML1284,John Mayer,Slow Dancing In A Burning Room,neg
ML1285,Black Prairie,Red Rocking Chair,pos
ML1286,Tom Petty,It's Good To Be King,pos
ML1287,New Order,Your Silent Face,neg
ML1288,The Clash,I'm So Bored With The U.S.A.,neg
ML1289,Greg Laswell,Off I Go,neg
ML1290,Justice,Civilization,neg
ML1291,Sia,I Go To Sleep,pos
ML1292,The Big Pink,Love In Vain,pos
ML1293,Interpol,Safe Without,pos
ML1294,Morcheeba,Sao Paulo,neg
ML1295,Jeff Buckley,Grace,neg
ML1296,Cold War Kids,Hospital Beds,neg
ML1297,Air,Sexy Boy,pos
ML1298,Maps,It Will Find You,pos
ML1299,Air,Napalm Love,pos
ML1300,Eric Clapton,Bad Love,pos
ML1301,Elton John,Sorry Seems To Be The Hardest Word,neg
ML1302,The Meters,Chicken Strut,neg
ML1303,Wanda Jackson,Nervous Breakdown,neg
ML1304,M.I.A.,Fire Fire,neg
ML1305,Andreya Triana,X,neg
ML1306,Peggy Sue,Matilda,neg
ML1307,Z.Z. Hill,Down Home Blues,pos
ML1308,Ryan Adams & The Cardinals,Fix It,pos
ML1309,The Robert Cray Band,Smoking Gun,neg
ML1310,Huey,When I Hustle ,pos
ML1311,Parlours,I Dream Of Chicago,pos
ML1312,Three Dog Night,The Family Of Man,pos
ML1313,Vince Gill,Take Your Memory With You,neg
ML1314,Faith Hill,Take Me As I Am,pos
ML1315,Strike Anywhere,The Promise,neg
ML1316,Elefante,El Abandonao,neg
ML1317,Kenny Rogers,Love Lifted Me,pos
ML1318,L.A. Guns,Kiss My Love Goodbye,pos
ML1319,James Ingram,I Don't Have The Heart,pos
ML1320,Nelly,Party People ,pos
ML1321,The Dirty Dozen Brass Band,Ruler Of My Heart ,neg
ML1322,The Pretenders,Kid,neg
ML1323,The Drifters,Save The Last Dance For Me,pos
ML1324,Ray LaMontagne,Three More Days,pos
ML1325,Marvin Gaye,Come Live With Me Angel,pos
ML1326,Donnie McClurkin,Great And Mighty Is Our God,pos
ML1327,Maysa,Out Of The Blue,pos
ML1328,Lykke Li,Youth Knows No Pain,neg
ML1329,Darker My Love,Waves,neg
ML1330,Death By Stereo,Welcome To The Party,neg
ML1331,Marsha Ambrosius,Lose Myself,pos
ML1332,Dave Alvin,Black Sky,pos
ML1333,Mission Of Burma,Donna Sumeria,pos
ML1334,The Blues Brothers,Sweet Home Chicago,pos
ML1335,Ratatat,Seventeen Years,neg
ML1336,Six Feet Under,Seed Of Filth,neg
ML1337,Telekinesis,I Got You,pos
ML1338,Ceo,White Magic,pos
ML1339,Obits,Back And Forth,neg
ML1340,Surfer Blood,Take It Easy,pos
ML1341,Elliott Smith,Needle In The Hay,neg
ML1342,The Smiths,Ask,neg
ML1343,Discovery,So Insane,neg
ML1344,Mustafa Sandal,Kalmadi,neg
ML1345,Ratt,You're In Love,pos
ML1346,Charlie Gracie,Butterfly,pos
ML1347,Jose Jose,Tu Me Estas Volviendo Loco,neg
ML1348,Juan Luis Guerra,El Costo De La Vida,neg
ML1349,Ricky Martin,Con Tu Nombre,neg
ML1350,Marvin Gaye,Pride And Joy ,pos
ML1351,Queen Latifah,Simply Beautiful ,pos
ML1352,The Blind Boys Of Alabama,Down By The Riverside ,neg
ML1353,Gloria Lynne,I'm Glad There Is You,pos
ML1354,The Tymes,So Much In Love,pos
ML1355,Elvis Presley,Love Me Tender,pos
ML1356,Roy Orbison,Dream Baby ,pos
ML1357,The Allman Brothers Band,Revival,pos
ML1358,The Blackbyrds,Happy Music,pos
ML1359,Ray Charles,Crazy Love ,pos
ML1360,The Whispers,My Heart Your Heart,pos
ML1361,Blackstreet,Joy,pos
ML1362,U2,The Three Sunrises,pos
ML1363,Morrissey,"The More You Ignore Me, The Closer I Get",neg
ML1364,Fenix TX,All My Fault,neg
ML1365,Take 6,You Don't Have To Be Afraid,neg
ML1366,NLT,That Girl,pos
ML1367,J. Valentine,She Worth The Trouble,neg
ML1368,John Brown,Imma Love You Right,pos
ML1369,Los Super Reyes,El Rey ,neg
ML1370,Death Cab For Cutie,Someday You Will Be Loved,pos
ML1371,Daryle Singletary,Amen Kind Of Love,pos
ML1372,Lonestar,Tell Her,pos
ML1373,Lemon Jelly,Space Walk,pos
ML1374,Gregory Porter,Lonely One,neg
ML1375,Sinead O'Connor,War,neg
ML1376,Charles Bradley,I Believe In Your Love,pos
ML1377,The Grateful Dead,Fire On The Mountain,neg
ML1378,Dixie Chicks,There's Your Trouble,neg
ML1379,Loretta Lynn,Trouble On The Line,neg
ML1380,The Midnighters,Sexy Ways ,pos
ML1381,The Diamonds,The Stroll,pos
ML1382,Little Richard,Long Tall Sally,pos
ML1383,Mike Reno & Ann Wilson,Almost Paradise,pos
ML1384,Gregg Allman,I Believe I'll Go Back Home,pos
ML1385,Stevie Wonder,Creepin',pos
ML1386,Duffy,Rockferry,pos
ML1387,Justin Bieber,One Less Lonely Girl,neg
ML1388,Silversun Pickups,Growing Old Is Getting Old,neg
ML1389,Carney,Love Me Chase Me,pos
ML1390,Bobby Helms,My Special Angel,pos
ML1391,Clay Walker,I Can't Sleep,pos
ML1392,Mutemath,The Nerve,neg
ML1393,The Mars Volta,Asilos Magdalena,neg
ML1394,Solid Gold,Who You  Gonna Run To?,neg
ML1395,Karyn White,The Way You Love Me,pos
ML1396,Nina Simone,House Of The Rising Sun,pos
ML1397,The Breeders,New Year,pos
ML1398,Miss Kittin & The Hacker,Indulgence,pos
ML1399,The Concretes,You Can't Hurry Love,pos
ML1400,Dr. Dog,Ain't It Strange,pos
ML1401,Balkan Beat Box,War Again,neg
ML1402,Death Cab For Cutie,We Laugh Indoors,pos
ML1403,The Kills,U.R.A. Fever,neg
ML1404,Mickey Gilley,Lonely Nights,neg
ML1405,Toots & The Maytals,True Love Is Hard To Find ,pos
ML1406,Crowded House,Fall At Your Feet,neg
ML1407,Ten Years After,I'm Going Home,pos
ML1408,Donavon Frankenreiter,"Life, Love & Laughter",pos
ML1409,Mary Mary,Ordinary People,pos
ML1410,Nat King Cole,Brazilian Love Song ,pos
ML1411,Nnenna Freelon,If I Only Had A Brain ,neg
ML1412,Nnenna Freelon,If I Only Had A Brain ,neg
ML1413,Bebel Gilberto,Aganju,neg
ML1414,Priestess,Lady Killer,neg
ML1415,Morphine,Honey White,pos
ML1416,Aventura,La Nina,neg
ML1417,Sonic Youth,Incinerate,neg
ML1418,Ladytron,Seventeen,pos
ML1419,Bob Marley & The Wailers,No More Trouble,neg
ML1420,Black Uhuru,I Love King Selassie,pos
ML1421,Home Video,The Smoke,neg
ML1422,Steel Train,I Feel Weird,neg
ML1423,Louis Armstrong,Nobody Knows The Trouble I've Seen,neg
ML1424,Diana Krall,My Love Is,pos
ML1425,Linda Ronstadt,Little Girl Blue ,pos
ML1426,Bobby Womack,If You Think You're Lonely Now,neg
ML1427,Jermaine Jackson,Daddy's Home,pos
ML1428,K.C. & The Sunshine Band,Do You Wanna Go Party,pos
ML1429,Beyonce,I'd Rather Go Blind,pos
ML1430,Phil Perry,If Only You Knew,pos
ML1431,Buffalo Springfield,I Am A Child,pos
ML1432,Pink Floyd,Pigs On The Wing 1,neg
ML1433,The Association,Never My Love,pos
ML1434,Ray Charles,Lonely Avenue,neg
ML1435,Jakob Dylan,Gimme Some Truth ,pos
ML1436,Willie Nelson,Night Life,pos
ML1437,Gorillaz,Some Kind Of Nature ,pos
ML1438,The Pains Of Being Pure At Heart,Everything With You,neg
ML1439,We Were Promised Jetpacks,Ships With Holes Will Sink,neg
ML1440,The Duke Spirit,The Step And The Walk,pos
ML1441,Sharon Jones & The Dap-Kings,Mama Don't Like My Man,pos
ML1442,Wolf Parade,This Heart's On Fire,neg
ML1443,Ike & Tina Turner,I've Been Loving You Too Long,pos
ML1444,Air,Love,pos
ML1445,Kurt Elling,Say It ,pos
ML1446,Norah Jones,Shoot The Moon,neg
ML1447,Lou Rawls,You've Made Me So Very Happy,pos
ML1448,Mary J. Blige,A Dream,pos
ML1449,Nyasia,Who's Got Your Love,pos
ML1450,Destruction,Hate Is My Fuel,neg
ML1451,Dan Deacon,Okie Dokie,neg
ML1452,Innerpartysystem,American Trash,neg
ML1453,Thompson Square,Let's Fight,neg
ML1454,Bay City Rollers,Money Honey,pos
ML1455,Frankie Ruiz,Lo Dudo,neg
ML1456,Magneto,La Puerta Del Colegio,neg
ML1457,Santana,I Don't Wanna Lose Your Love ,pos
ML1458,Kiss,C'mon And Love Me,pos
ML1459,The Rolling Stones,Sway,neg
ML1460,Machine Head,Ten Ton Hammer,neg
ML1461,System Of A Down,War?,neg
ML1462,Bullet For My Valentine,Scream Aim Fire,neg
ML1463,Kansas,Fight Fire With Fire,neg
ML1464,The Beatles,Real Love,pos
ML1465,The Roots,The Fire ,neg
ML1466,The Used,Burning Down The House,neg
ML1467,Los Bukis,Contra Viento Y Marea,neg
ML1468,Anna Calvi,No More Words,pos
ML1469,Anna Calvi,Desire,neg
ML1470,Ricardo Arjona,La Mujer Que No Sone,neg
ML1471,Gang Of Four,Natural's Not In It,pos
ML1472,Stevie Wonder,Ordinary Pain,neg
ML1473,Jackie Wilson,To Be Loved,pos
ML1474,Death,Painkiller,neg
ML1475,Bayside,Already Gone,neg
ML1476,S. Carey,In The Dirt,neg
ML1477,Maps & Atlases,Living Decorations,neg
ML1478,Metallica,Free Speech For The Dumb,pos
ML1479,Tesla,Paradise,pos
ML1480,Aretha Franklin,See Saw,pos
ML1481,The Beatles,Your Mother Should Know,pos
ML1482,Alice Cooper,You Drive Me Nervous,neg
ML1483,Jill Scott,Hate On Me,neg
ML1484,Hooverphonic,2wicky,neg
ML1485,Kraak & Smaak,Keep Me Home ,pos
ML1486,The Cure,All Cats Are Grey,neg
ML1487,Crystal Castles,Vietnam,pos
ML1488,The Lemonheads,Dirty Robot,neg
ML1489,Pavement,Unfair,neg
ML1490,Basement Jaxx,Good Luck ,pos
ML1491,Machine Head,Clenching The Fists Of Dissent,neg
ML1492,Patti LaBelle,Over The Rainbow,pos
ML1493,Avenged Sevenfold,God Hates Us,neg
ML1494,Fear Factory,Fear Campaign,neg
ML1495,Dropkick Murphys,Peg O' My Heart,pos
ML1496,Stevie Wonder,Happy Birthday,pos
ML1497,Kem,Love Never Fails,pos
ML1498,Ray Charles,Sorry Seems To Be The Hardest Word ,neg
ML1499,Aaron Hall,All The Places ,pos
ML1500,Starfucker,Astoria,pos
ML1501,Anna Calvi,The Devil,neg
ML1502,Johnny Preston,Running Bear,pos
ML1503,The Five Keys,The Glory Of Love,pos
ML1504,Metric,Monster Hospital,neg
ML1505,The Used,Blue And Yellow,neg
ML1506,Lucinda Williams,Kiss Like Your Kiss,pos
ML1507,Waka Flocka Flame,Bang ,neg
ML1508,Randy Newman,It's Money That I Love,pos
ML1509,Korn,Blind,neg
ML1510,Mastodon,Colony Of Birchmen,neg
ML1511,Anita Baker,Lead Me Into Love,pos
ML1512,Jaill,The Stroller,neg
ML1513,Cut Copy,Hearts On Fire,neg
ML1514,Fleetwood Mac,Showbiz Blues,pos
ML1515,Massive Attack,Angel,pos
ML1516,The Cardigans,Carnival,pos
ML1517,Women,Locust Valley,neg
ML1518,The Flamingos,I'll Be Home,pos
ML1519,John Mayer,Perfectly Lonely,neg
ML1520,Paul McCartney,Another Day,neg
ML1521,Band Of Horses,Is There A Ghost,pos
ML1522,Robbie Robertson,Sweet Fire Of Love,neg
ML1523,Procol Harum,Conquistador,neg
ML1524,Exodus,Bonded By Blood,neg
ML1525,Lionel Richie,Deep River Woman,pos
ML1526,Iron Maiden,Be Quick Or Be Dead,neg
ML1527,Deadmau5,Outta My Life,neg
ML1528,Eliza Gilkyson,Looking For A Place,neg
ML1529,Calexico,Victor Jara's Hands,neg
ML1530,Warren Haynes,On A Real Lonely Night,neg
ML1531,Otis Redding,Let Me Come On Home,pos
ML1532,Sade,Love Is Found,pos
ML1533,Z-Trip,Walking Dead ,neg
ML1534,Cristian,Amor,neg
ML1535,Aterciopelados,Rompecabezas,neg
ML1536,Eric Clapton,Let It Grow,pos
ML1537,Avenged Sevenfold,Nightmare,neg
ML1538,Scorpions,Rock You Like A Hurricane,neg
ML1539,Papa Roach,Burn,neg
ML1540,Doors,Love Her Madly,pos
ML1541,Cult,Fire Woman,neg
ML1542,Machine Head,Aesthetics Of Hate,neg
ML1543,Dir En Grey,C,neg
ML1544,Red Hot Chili Peppers,Scar Tissue,neg
ML1545,Doors,Light My Fire,neg
ML1546,Smashing Pumpkins,Bullet With Butterfly Wings,neg
ML1547,Mudvayne,Scream With Me,neg
ML1548,Chevelle,Send The Pain Below,neg
ML1549,Motley Crue,Home Sweet Home,pos
ML1550,Rolling Stones,Gimme Shelter,neg
ML1551,Kiss,King Of The Night Time World,pos
ML1552,Grupo Bryndis,Asi Es El Amor,neg
ML1553,Los Angeles Negros,A Ti,neg
ML1554,R. Kelly,Touched A Dream,pos
ML1555,Women,Narrow With The Hall,neg
ML1556,Burial,Ghost Hardware,pos
ML1557,My Bloody Valentine,Soon,neg
ML1558,The Pains Of Being Pure At Heart,Even In Dreams,neg
ML1559,Elf Power,Let The Serpent Sleep,pos
ML1560,Andrew Bird,Simple X,neg
ML1561,The Beatles,For You Blue,pos
ML1562,Bobby Vinton,My Melody Of Love,pos
ML1563,Arc Angels,Shape I'm In,pos
ML1564,Bob Dylan,"Corrina, Corrina",pos
ML1565,Steel Panther,Death To All But Metal,neg
ML1566,Sheryl Crow,Killer Life,neg
ML1567,Big Head Todd & The Monsters,Please Don't Tell Her,pos
ML1568,Aaron Lewis,Massachusetts,pos
ML1569,Fleetwood Mac,Songbird,pos
ML1570,Boston,Party,pos
ML1571,The Beatles,Maxwell's Silver Hammer,neg
ML1572,The Who,Gettin' In Tune,pos
ML1573,Rene & Angela,I Love You More,pos
ML1574,Chaka Khan,Got To Be There,pos
ML1575,Shalamar,Somewhere There's A Love,pos
ML1576,Tiesto,Who Wants To Be Alone ,pos
ML1577,George Duke,Listen Baby,pos
ML1578,Musiq,Girl Next Door ,pos
ML1579,The Cure,The Perfect Girl,pos
ML1580,Martha & The Muffins,Echo Beach,pos
ML1581,Devo,Girl U Want,pos
ML1582,Ben Harper & The Innocent Criminals,Fight Outta You,neg
ML1583,Ginuwine,Trouble ,neg
ML1584,Tool,Part Of Me,neg
ML1585,Zapp & Roger,Slow And Easy,pos
ML1586,Patti LaBelle,When You Talk About Love,pos
ML1587,Mila J,No More Complaining,neg
ML1588,Musiq,Settle For My Love ,pos
ML1589,Brook Benton,Thank You Pretty Baby,pos
ML1590,Austrian Death Machine,It's Not A Tumor ,neg
ML1591,Walls Of Jericho,A Trigger Full Of Promises,neg
ML1592,Jo Dee Messina,Burn,neg
ML1593,Chimaira,Power Trip,neg
ML1594,Radiohead,Go To Sleep,neg
ML1595,Can,Moonshake,pos
ML1596,Matt & Kim,Don't Slow Down,neg
ML1597,New Found Glory,It's Not Your Fault,neg
ML1598,LCD Soundsystem,Disco Infiltrator,neg
ML1599,Kisses,People Can Do The Most Amazing Things,neg
ML1600,Starfucker,The White Of Noon,neg
ML1601,The Black Dahlia Murder,What A Horrible Night To Have A Curse,neg
ML1602,New York Dolls,Trash,neg
ML1603,Howlin' Wolf,Built For Comfort,pos
ML1604,Alela Diane,To Begin,neg
ML1605,Menomena,Lunchmeat,neg
ML1606,Malachai,Rainbows ,pos
ML1607,Frightened Rabbit,Fast Blood,neg
ML1608,Reba McEntire,I'm Not That Lonely Yet,neg
ML1609,Lupe Fiasco,Intruder Alert ,neg
ML1610,Tiziano Ferro,Tardes Negras,neg
ML1611,Kyle Riabko,What Did I Get Myself Into,pos
ML1612,Of Montreal,Doing Nothing,neg
ML1613,Gold Motel,The Cruel One,neg
ML1614,Rotten Sound,Scared,neg
ML1615,Wolf Parade,I'll Believe In Anything,neg
ML1616,The Rapture,House Of Jealous Lovers,pos
ML1617,OFF!,Poison City,neg
ML1618,Cradle Of Filth,Nymphetamine,neg
ML1619,Mount Moriah,Lament,neg
ML1620,Low,Just Stand Back,neg
ML1621,Bright Eyes,Devil Town,neg
ML1622,Fenech-Soler,Contender,neg
ML1623,Luis Fonsi,Abrazar La Vida,neg
ML1624,Anti-Flag,Turncoat,neg
ML1625,CeCe Winans,Away In A Manger,pos
ML1626,Daryl Hall & John Oates,Home For Christmas,pos
ML1627,"Harry Connick, Jr.",Blue Christmas,pos
ML1628,Peter White,Silent Night,pos
ML1629,Mariah Carey,Silent Night,pos
ML1630,Rascal Flatts,I'll Be Home For Christmas,pos
ML1631,Kenny Rogers & Dolly Parton,With Bells On,pos
ML1632,Kenny Chesney,Pretty Paper,pos
ML1633,Jo Dee Messina,Silent Night,pos
ML1634,Casting Crowns,Silent Night,pos
ML1635,Jim Brickman,Sending You A Little Christmas,pos
ML1636,Andy Williams,Silent Night,pos
ML1637,Josh Groban,Silent Night,pos
ML1638,Amy Grant,Silent Night,pos
ML1639,Vince Gill,Let There Be Peace On Earth,pos
ML1640,Stevie Wonder,One Little Christmas Tree,pos
ML1641,Six Feet Under,Shadow Of The Reaper,neg
ML1642,Sanctus Real,Silent Night,pos
ML1643,Out Of Eden,O Little Town Of Bethlehem,pos
ML1644,Michael McDonald,I'll Be Home For Christmas,pos
ML1645,Frank Sinatra,Silent Night,pos
ML1646,Obituary,Slowly We Rot,neg
ML1647,Underworld,Beautiful Burnout,pos
ML1648,Crystal Castles,Alice Practice,neg
ML1649,Randy Travis,White Christmas Makes Me Blue,pos
ML1650,Lady Antebellum,Blue Christmas,pos
ML1651,Rose,Sombre Con,neg
ML1652,Talking Heads,Blind,neg
ML1653,Beck,Nobody's Fault But My Own,neg
ML1654,King Crimson,Matte Kudasai,neg
ML1655,Dave Barnes,Family Tree,pos
ML1656,MERCY ME,Joseph's Lullaby,pos
ML1657,Matt Maher,Empty & Beautiful,neg
ML1658,Ledisi,Silent Night,pos
ML1659,Ledisi,What A Wonderful World,pos
ML1660,The Damned Things,Handbook For The Recently Deceased,neg
ML1661,Luis Miguel,Ayer,neg
ML1662,Slaughter,Mad About You,neg
ML1663,Mountain,Theme From An Imaginary Western,neg
ML1664,Bing Crosby,Silent Night,pos
ML1665,Th' Legendary Shack Shakers,Swampblood,neg
ML1666,Karrin Allyson,Everything Must Change,pos
ML1667,JJ Grey & Mofro,On Fire,neg
ML1668,Elvis Costello,One Bell Ringing,neg
ML1669,Mudcrutch,Crystal River,pos
ML1670,Louis Armstrong,What A Wonderful World,pos
ML1671,The Rolling Stones,Going Home,pos
ML1672,Elvis Presley,Blue Christmas ,pos
ML1673,Brooks & Dunn,Blue Christmas,pos
ML1674,Randy Travis,Pretty Paper,pos
ML1675,Slayer,Warzone,neg
ML1676,Meat Loaf,Hot Patootie-Bless My Soul,pos
ML1677,Susan Boyle,Silent Night,pos
ML1678,Vince Gill,Blue Christmas,pos
ML1679,Ricky Van Shelton,Blue Christmas,pos
ML1680,Clay Walker,Blue Christmas,pos
ML1681,Luther Vandross,Got You Home,pos
ML1682,Marques Houston,Favorite Girl,pos
ML1683,Goldfrapp,Little Bird,pos
ML1684,Smashing Pumpkins,Soma,neg
ML1685,Moby,Nearer,pos
ML1686,Cheap Trick,Auf Wiedersehen,neg
ML1687,Blonde Redhead,Here Sometimes,pos
ML1688,Zero 7,Ghost Symbol,pos
ML1689,Nirvana,Frances Farmer Will Have Her Revenge On Seattle,neg
ML1690,The Cure,Prayers For Rain,neg
ML1691,Band Of Horses,The Funeral,neg
ML1692,Barcelona,Colors,neg
ML1693,Joan Sebastian,Oyeme Chatita,neg
ML1694,Vicente Fernandez,Si Te Vas No Hay Lio,neg
ML1695,Armored Saint,Reign Of Fire,neg
ML1696,Billie Holiday,Am I Blue?,neg
ML1697,Solomon Burke,None Of Us Are Free,pos
ML1698,Ella Fitzgerald,Solitude ,neg
ML1699,Heart,How Can I Refuse,neg
ML1700,Cat Stevens,Sad Lisa,neg
ML1701,Rush,Cold Fire,neg
ML1702,The Mighty Mighty Bosstones,So Sad To Say,neg
ML1703,The Beatles,Her Majesty,pos
ML1704,Jose Feliciano,La Copa Rota,neg
ML1705,The Beach Boys,Surfer Girl,pos
ML1706,Billie Holiday,I Hear Music,pos
ML1707,Kem,When I'm Loving You,pos
ML1708,Natalie Merchant,"Crying, My Little One",pos
ML1709,Lacy J. Dalton,Takin' It Easy,pos
ML1710,Beach House,Gila,neg
ML1711,Jenny And Johnny,While Men Are Dreaming,pos
ML1712,Royksopp,It's What I Want,pos
ML1713,OK Go,All Is Not Lost,neg
ML1714,Rogue Wave,Endless Shovel,neg
ML1715,Daft Punk,Steam Machine,neg
ML1716,The Clash,Hate And War,neg
ML1717,Bauhaus,The Passion Of Lovers,neg
ML1718,Huey Lewis And The News,Respect Yourself,pos
ML1719,Ted Leo & The Pharmacists,Army Bound,neg
ML1720,Cat Power,He War,neg
ML1721,The Kinks,Set Me Free,pos
ML1722,Antony & The Johnsons,Shake That Devil,pos
ML1723,Foxy Shazam,Unstoppable,neg
ML1724,Mark Ronson,Just ,neg
ML1725,Daft Punk,Revolution 909,pos
ML1726,Broadcast,Tender Buttons,neg
ML1727,Ted Leo & The Pharmacists,The Ballad Of The Sin Father,neg
ML1728,Twisted Sister,Burn In Hell,neg
ML1729,Exodus,The Toxic Waltz,neg
ML1730,The Red Hot Chili Peppers,Fire,neg
ML1731,Dum Dum Girls,I Will Be,pos
ML1732,Bowerbirds,House Of Diamonds,pos
ML1733,Bullet For My Valentine,Alone,neg
ML1734,Frankie Ruiz,La Rueda,neg
ML1735,Musiq,Girl Next Door ,pos
ML1736,Devo,Race Of Doom,neg
ML1737,The Red Hot Chili Peppers,Fight Like A Brave,neg
ML1738,Living Colour,Glamour Boys,pos
ML1739,Norah Jones,The Long Way Home,pos
ML1740,Blood Brothers,Set Fire To The Face On Fire,neg
ML1741,Times Of Grace,Fight For Life,neg
ML1742,Pantera,Floods,neg
ML1743,Chet Baker,Let's Get Lost,neg
ML1744,Sarah Vaughan,Little Girl Blue,pos
ML1745,Sepultura,Territory,neg
ML1746,Kem,Into You,pos
ML1747,Axe Bahia,Beso En La Boca,neg
ML1748,Dinah Washington,Blue Skies,pos
ML1749,Jill Scott,Bedda At Home,pos
ML1750,Evile,Armoured Assault,neg
ML1751,The Brian Jonestown Massacre,Sailor,neg
ML1752,Caribou,Sun,pos
ML1753,Dean Martin,Send Me The Pillow You Dream On,pos
ML1754,Abysmal Dawn,The Descent,neg
ML1755,Ella Fitzgerald,Rocks In My Bed,pos
ML1756,The Ramones,Surfin' Bird,pos
ML1757,Bloc Party,Banquet,neg
ML1758,The Kooks,If Only,neg
ML1759,The White Tie Affair,Candle ,neg
ML1760,Keane,This Is The Last Time,neg
ML1761,Smashing Pumpkins,I Am One,neg
ML1762,Visions Of Atlantis,Twist Of Fate,neg
ML1763,Wilco,War On War,neg
ML1764,Jenny Lewis,Pretty Bird,pos
ML1765,Visions Of Atlantis,Conquest Of Others,neg
ML1766,Steel Train,Firecracker,neg
ML1767,Cavalera Conspiracy,Blunt Force Trauma,neg
ML1768,Mastodon,Iron Tusk,neg
ML1769,Luis Enrique,San Juan Sin Ti,neg
ML1770,Alejandra Guzman,Hacer El Amor Con Otro,neg
ML1771,Neil Diamond,Kentucky Woman,pos
ML1772,Tinariwen,Matadjem Yinmixan,neg
ML1773,Miike Snow,Burial,neg
ML1774,Alice Russell,Hurry On Now,neg
ML1775,Darryl Worley,Family Tree,pos
ML1776,Chris Ledoux,Hooked On An 8 Second Ride,neg
ML1777,Brooks & Dunn,We'll Burn That Bridge,neg
ML1778,The Ting Tings,That's Not My Name,neg
ML1779,Richie Havens,Here Comes The Sun,pos
ML1780,Sophie Milman,I'm On Fire,neg
ML1781,Metallica,Seek &#x26; Destroy,neg
ML1782,Radiohead,Nude,neg
ML1783,Crocodiles,All My Hate And My Hexes Are For You,neg
ML1784,Austra,Spellwork,neg
ML1785,The Flaming Lips,Sagittarius Silver Announcement,pos
ML1786,Lee Andrews & The Hearts,Long Lonely Nights,neg
ML1787,Kraftwerk,Neon Lights,neg
ML1788,The Grateful Dead,Till The Morning Comes,pos
ML1789,Caribou,Sun,pos
ML1790,Timi Yuro,Hurt,neg
ML1791,Eric Benet,Hurricane,neg
ML1792,David Rock Feinstein,Metal Will Never Die ,neg
ML1793,No Age,Things I Did When I Was Dead,neg
